# generation best_consensus ca_size
0 72.082982 200
1 72.082982 200
2 72.465050 200
3 73.913409 200
4 73.913409 200
5 89.888629 200
6 89.888629 200
7 89.888629 200
8 89.888629 200
9 89.888629 200
10 89.888629 200
11 89.888629 200
12 89.888629 200
13 89.888629 200
14 89.888629 200
15 89.888629 200
16 89.888629 200
17 89.888629 200
18 89.888629 200
19 89.888629 200
20 89.888629 200
21 89.888629 200
22 89.888629 200
23 89.888629 200
24 89.888629 200
25 89.888629 200
26 89.888629 200
27 89.888629 200
28 89.888629 200
29 89.888629 200
30 89.888629 200
31 89.888629 200
32 89.888629 200
33 89.888629 200
