algorithm,suite,D,run,status,message,runtime,resultFile,MaxFE,nReturned,nShared,nFoundShared,peakRecall,bestConsensus,consensusGap,meanConsensus,IGDX,GDX,minDistanceToShared,ndCount,ndRatio,highConsensusRatio,HV2D
MMEAWI,2,10,1,ok,,75.8030201,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite02_D10_run01.mat,100000,100,2,0,0,0.62625865425693,89.3737413457431,0.46373742233729,0.819620998702997,1.20461219856822,0.7108800535592,100,1,0,1.25787035423563
MMEAWI,2,2,1,ok,,43.5468692,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite02_D2_run01.mat,100000,100,2,1,0.5,89.9999976154937,2.38450626000031e-06,89.9999969225059,0.362042181021576,6.38347608024494e-06,6.21732179455617e-06,100,1,1,8099.99983903015
MMEAWI,2,3,1,ok,,42.2860719,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite02_D3_run01.mat,100000,100,2,1,0.5,89.9999988608916,1.13910844845577e-06,89.9999983755634,0.270484818388257,6.58762983573947e-06,5.09345929681919e-06,100,1,1,8099.99986263592
MMEAWI,2,5,1,ok,,34.9511888,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite02_D5_run01.mat,100000,7,2,0,0,7.02629999207622,82.9737000079238,6.11021721496371,0.598769478889383,0.481433640357377,0.478645858404568,7,1,0,400.703065266714
MMEAWI,3,10,1,ok,,95.5721629,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite03_D10_run01.mat,100000,100,1,0,0,0.03641806523936,89.9635819347606,0.03641806523936,0.772155975494666,1.25908631394007,0.772155975494666,100,1,0,0.00132627547577828
MMEAWI,3,2,1,ok,,40.5425465,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite03_D2_run01.mat,100000,100,1,1,1,89.9999990925714,9.07428557184176e-07,89.9999960415139,2.37152121961122e-06,7.49399120029803e-06,2.37152121961122e-06,100,1,1,8099.99996357183
MMEAWI,3,3,1,ok,,44.5698751,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite03_D3_run01.mat,100000,100,1,1,1,89.9999906534543,9.34654565298842e-06,89.999984143787,3.56598008854743e-05,3.6596022629551e-05,3.56598008854743e-05,100,1,1,8099.99890631266
MMEAWI,3,5,1,ok,,44.578148,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite03_D5_run01.mat,100000,100,1,1,1,89.9999989853611,1.01463888313447e-06,89.9999987687982,3.47183825253928e-06,3.66901874600611e-06,3.47183825253928e-06,100,1,1,8099.99986739351
MMEAWI,4,10,1,ok,,44.3106498,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite04_D10_run01.mat,100000,2,2,0,0,9.57546099868978e-05,89.99990424539,4.78797656739971e-05,0.984381571294813,0.792266291531456,0.776381470345576,2,1,0,0.004905642094537
MMEAWI,4,2,1,ok,,39.6730917,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite04_D2_run01.mat,100000,100,2,1,0.5,89.9999999844399,1.55600616835727e-08,89.9999999844399,0.1565141198134,1.30021608160291e-06,1.30021608160291e-06,100,1,1,8099.99999803733
MMEAWI,4,3,1,ok,,40.4708847,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite04_D3_run01.mat,100000,100,2,1,0.5,89.9999999500641,4.99358918659709e-08,89.9999999500641,0.245204039968244,3.13365682297294e-06,3.13365682297025e-06,100,1,1,8099.99999199124
MMEAWI,4,5,1,ok,,38.1195439,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite04_D5_run01.mat,100000,100,2,0,0,13.0648706039322,76.9351293960678,7.58057436370631,0.783870106065816,0.774999282594314,0.67336662459169,100,1,0,657.362824156966
MMEAWI,5,10,1,ok,,90.7267577,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite05_D10_run01.mat,100000,100,1,0,0,0.260833801844939,89.7391661981551,0.260833801844939,0.75154636475221,1.24986096593647,0.75154636475221,100,1,0,0.0680342721848848
MMEAWI,5,2,1,ok,,48.8808337,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite05_D2_run01.mat,100000,100,1,1,1,89.9999998498977,1.50102295037868e-07,89.9999994531278,2.75377030421692e-06,3.01942648599855e-06,2.75377030421692e-06,100,1,1,8099.99999520238
MMEAWI,5,3,1,ok,,45.5498032,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite05_D3_run01.mat,100000,100,1,1,1,89.9999997994825,2.00517476400819e-07,89.9999997994825,2.20969872337282e-06,2.20969872337283e-06,2.20969872337282e-06,100,1,1,8099.99997177368
MMEAWI,5,5,1,ok,,39.1168351,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite05_D5_run01.mat,100000,95,1,1,1,89.9998679445478,0.000132055452155555,89.9997294634831,0.000111481641605349,0.000120492135443857,0.000111481641605349,95,1,1,8099.98381063159
MMEAWI,6,10,1,ok,,62.1506017,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite06_D10_run01.mat,100000,1,2,0,0,0.961269631568868,89.0387303684311,0.961269631568868,1.11217185036194,1.06190749847745,1.06190749847745,1,1,0,21.7509631500845
MMEAWI,6,2,1,ok,,38.8179389,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite06_D2_run01.mat,100000,100,2,1,0.5,89.9999994483534,5.51646607505063e-07,89.9999994483534,0.310283967399226,1.4329831010181e-06,1.4329831010181e-06,100,1,1,8099.99994493273
MMEAWI,6,3,1,ok,,40.0201478,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite06_D3_run01.mat,100000,99,2,1,0.5,89.9999807866681,1.92133318819288e-05,89.999956789653,0.306964581007031,2.4984397926655e-05,2.3975638390559e-05,99,1,1,8099.99809033321
MMEAWI,6,5,1,ok,,43.1252443,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite06_D5_run01.mat,100000,100,2,1,0.5,89.9999543642942,4.56357057743162e-05,89.9999430355021,0.394917582293367,3.06990845189597e-05,2.48047903220002e-05,100,1,1,8099.99524290613
MMEAWI,7,10,1,ok,,80.6966122,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite07_D10_run01.mat,100000,100,2,0,0,0.941693935511324,89.0583060644887,0.917139036873287,0.98226504281862,1.42011078631668,0.930682441423164,100,1,0,1.0310752678789
MMEAWI,7,2,1,ok,,44.2229601,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite07_D2_run01.mat,100000,80,2,1,0.5,89.9999766003635,2.33996365324174e-05,89.9997462115679,0.330883583296668,9.00521315758815e-05,7.80212383557462e-05,80,1,1,8099.99831692192
MMEAWI,7,3,1,ok,,42.5840526,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite07_D3_run01.mat,100000,100,2,1,0.5,89.9999853618996,1.46381003673923e-05,89.9999853535807,0.424418953603852,2.76760292623929e-05,2.76758204005532e-05,100,1,1,8099.99753360789
MMEAWI,7,5,1,ok,,35.8314967,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite07_D5_run01.mat,100000,93,2,0,0,10.0894650458246,79.9105349541754,10.0416117849348,0.655926106744425,0.539377296670729,0.445780840730289,93,1,0,1003.25453500486
MMEAWI,8,2,1,ok,,46.7159778,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite08_D2_run01.mat,100000,100,2,1,0.5,89.9999998218416,1.78158416019869e-07,89.9999998218416,0.204301580515862,6.42677997058213e-06,6.42677997052286e-06,100,1,1,8099.99997260569
MMEAWI,8,3,1,ok,,47.3675267,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite08_D3_run01.mat,100000,100,2,1,0.5,89.9999900518232,9.94817678190429e-06,89.9999882130516,0.291427402699853,5.87999023338838e-05,5.87832114542673e-05,100,1,1,8099.99871200929
MMEAWI,8,5,1,ok,,42.155612,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite08_D5_run01.mat,100000,91,2,0,0,11.6542931877659,78.3457068122341,6.26650685028899,0.486496154580906,0.448551172676544,0.266165411901222,91,1,0,750.919263162045
MMEAWI,9,10,1,ok,,81.5189288,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite09_D10_run01.mat,100000,100,20,0,0,0.00024846953148483,89.9997515304685,0.00024846953148483,0.846140551461151,0.964466454831745,0.643115903991655,100,1,0,7.54850100850041e-08
MMEAWI,10,10,1,ok,,207.7715264,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite10_D10_run01.mat,100000,100,6,1,0.166666666666667,89.9971855287655,0.00281447123452949,89.9966087457992,0.789874887649846,0.000244715879434708,0.000228260979008472,100,1,1,8099.64553275328
MMEAWI,10,2,1,ok,,37.6631704,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite10_D2_run01.mat,100000,100,6,1,0.166666666666667,89.9999998071423,1.92857697811633e-07,89.9999998071423,0.512955607174589,2.52961868674381e-06,2.52961868669001e-06,100,1,1,8099.99997190507
MMEAWI,10,3,1,ok,,35.5105565,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite10_D3_run01.mat,100000,100,6,1,0.166666666666667,89.9999936048373,6.39516271405682e-06,89.9999752212742,0.619030281847877,1.27544822880542e-05,1.08015906414623e-05,100,1,1,8099.99916325641
MMEAWI,10,5,1,ok,,47.230324,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite10_D5_run01.mat,100000,73,6,1,0.166666666666667,89.9999807120148,1.92879851823591e-05,89.9999789170343,0.740696275966284,2.34571428140755e-05,2.31639510675728e-05,73,1,1,8099.99746498128
MMEAWI,11,10,1,ok,,84.1257913,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite11_D10_run01.mat,100000,100,8,0,0,0.467718856730201,89.5322811432698,0.467718856730201,0.913955161838498,1.15798293707044,0.790072785400515,100,1,0,0.218760928941006
MMEAWI,11,2,1,ok,,34.0533096,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite11_D2_run01.mat,100000,100,8,1,0.125,89.9999988418177,1.15818231449794e-06,89.9999981833859,0.520692756891378,5.1136365291881e-06,4.64645913393599e-06,100,1,1,8099.99994137712
MMEAWI,11,3,1,ok,,39.535684,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite11_D3_run01.mat,100000,100,8,1,0.125,89.9999991092425,8.90757476668114e-07,89.999998045872,0.654059980346238,5.8958321707894e-06,4.89752295492756e-06,100,1,1,8099.99992826836
MMEAWI,11,5,1,ok,,37.0570524,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite11_D5_run01.mat,100000,100,8,1,0.125,89.9999572124224,4.27875776267683e-05,89.9999482431194,0.653619019072602,4.45787307954959e-05,4.18543384861452e-05,100,1,1,8099.99508098181
MMEAWI,12,10,1,ok,,86.0002803,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite12_D10_run01.mat,100000,100,16,0,0,1.44423282752527,88.5557671724747,1.44423282752527,0.900182007167848,1.06715559044176,0.642713699883497,100,1,0,2.08580846010163
MMEAWI,12,2,1,ok,,37.7904006,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite12_D2_run01.mat,100000,100,16,1,0.0625,89.9999984937767,1.50622329897487e-06,89.9999955424263,0.516803562100741,6.87078181437069e-06,6.32968395497473e-06,100,1,1,8099.99984091166
MMEAWI,12,3,1,ok,,35.4589884,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite12_D3_run01.mat,100000,5,16,1,0.0625,89.9999995441998,4.55800204690604e-07,89.9999967507636,0.677368850175209,7.70682677753084e-06,7.04795909916411e-06,5,1,1,8099.99994445083
MMOEABH,1,10,1,ok,,36.4293629,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite01_D10_run01.mat,100000,13,2,0,0,2.15868233510719e-05,89.9999784131766,1.66294338244965e-06,0.712831139911999,0.887152851079043,0.587791191478161,10,0.769230769230769,0,7.55877617537954e-08
MMOEABH,1,2,1,ok,,107.7562611,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite01_D2_run01.mat,100000,100,2,1,0.5,88.2497542910045,1.75024570899551,47.0502664847161,0.289033954153273,0.461266430908318,1.71511456214805e-05,38,0.38,0.38,7833.92246172106
MMOEABH,1,3,1,ok,,84.2907715,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite01_D3_run01.mat,100000,76,2,2,1,90.5734397989609,-0.573439798960877,20.4422096207797,0.00019828295710197,0.448614145518126,3.27698661578322e-05,17,0.223684210526316,0.223684210526316,8231.98872993249
MMOEABH,1,5,1,ok,,234.3548279,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite01_D5_run01.mat,100000,36,2,1,0.5,87.7747000479789,2.22529995202115,27.1891847192319,0.00410385479531675,0.423029372690172,0.002674459617533,11,0.305555555555556,0.277777777777778,7744.12793449415
MMOEABH,2,10,1,ok,,88.5173023,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite02_D10_run01.mat,100000,100,2,0,0,0.62625865425693,89.3737413457431,0.454155819225145,0.60100960272992,1.09472344873086,0.419589008217831,93,0.93,0,1.10438933952543
MMOEABH,2,2,1,ok,,40.8211223,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite02_D2_run01.mat,100000,57,2,2,1,89.9999999781286,2.18713580579788e-08,41.4662443842284,0.00113849937381147,0.211379052922723,6.16215631083635e-07,18,0.315789473684211,0.421052631578947,8099.99999894901
MMOEABH,2,3,1,ok,,33.6859453,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite02_D3_run01.mat,100000,34,2,1,0.5,89.9999815688794,1.84311205515542e-05,47.9444554004249,0.130642510151311,0.194960796425491,2.25549817951728e-05,18,0.529411764705882,0.529411764705882,8099.99856892094
MMOEABH,2,5,1,ok,,38.1899661,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite02_D5_run01.mat,100000,31,2,1,0.5,89.9969794597682,0.00302054023181597,57.1973622228858,0.315944212786544,0.0653789695803369,0.000192542276290021,19,0.612903225806452,0.612903225806452,8099.69836826825
MMOEABH,3,10,1,ok,,47.9083117,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite03_D10_run01.mat,100000,91,1,1,1,89.9976234982833,0.00237650171666814,73.190956273585,0.000159709357636001,0.145631030374302,0.000159709357636001,74,0.813186813186813,0.813186813186813,8099.6678289873
MMOEABH,3,2,1,ok,,25.9771666,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite03_D2_run01.mat,100000,71,1,0,0,64.8122282167226,25.1877717832774,34.9657438579059,0.287622687963916,0.468803624293802,0.287622687963916,38,0.535211267605634,0,5392.87187260392
MMOEABH,3,3,1,ok,,30.3042238,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite03_D3_run01.mat,100000,87,1,1,1,89.9602381454095,0.0397618545904521,40.3252579640636,0.0029775445624954,0.614346334525262,0.0029775445624954,31,0.35632183908046,0.35632183908046,8096.83362721419
MMOEABH,3,5,1,ok,,30.8903632,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite03_D5_run01.mat,100000,88,1,1,1,89.9741847036035,0.0258152963965443,21.1261982753583,0.00154529424375741,0.543374855285499,0.00154529424375741,10,0.113636363636364,0.113636363636364,8095.88457661636
MMOEABH,4,10,1,ok,,36.51804,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite04_D10_run01.mat,100000,39,2,1,0.5,89.8499067511219,0.150093248878093,2.30385634148759,0.368507340060766,0.481951453195149,0.00129454202925716,1,0.0256410256410256,0.0256410256410256,8073.20324204719
MMOEABH,4,2,1,ok,,107.0962963,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite04_D2_run01.mat,100000,66,2,1,0.5,89.9998617876379,0.000138212362102763,25.6210174088861,0.150281033446088,0.439117503250526,0.000113284195947048,16,0.242424242424242,0.242424242424242,8099.97854825592
MMOEABH,4,3,1,ok,,32.8987971,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite04_D3_run01.mat,100000,1,2,1,0.5,89.9987872375338,0.00121276246623836,89.9987872375338,0.245205709709077,0.000255255291056982,0.000255255291056982,1,1,1,8099.81250424988
MMOEABH,4,5,1,ok,,25.791947,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite04_D5_run01.mat,100000,47,2,0,0,12.4812972808173,77.5187027191827,5.13879275435055,0.848335747424501,0.781252120200351,0.773044423860651,47,1,0,642.549213085096
MMOEABH,5,10,1,ok,,44.242895,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite05_D10_run01.mat,100000,26,1,1,1,89.571565750551,0.428434249449026,89.5344416263975,0.00291005470882395,0.00303145535027924,0.00291005470882395,26,1,1,8046.10731935272
MMOEABH,5,2,1,ok,,31.4464166,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite05_D2_run01.mat,100000,100,1,1,1,89.9999969287062,3.07129383259053e-06,51.579296594052,1.23556079875027e-05,0.412079939128533,1.23556079875027e-05,33,0.33,0.33,8099.99957206077
MMOEABH,5,3,1,ok,,44.3790003,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite05_D3_run01.mat,100000,73,1,1,1,89.9995539732195,0.000446026780466013,53.2353677856676,0.000250508699512924,0.472549695714599,0.000250508699512924,13,0.178082191780822,0.178082191780822,8099.95662526399
MMOEABH,5,5,1,ok,,33.6752666,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite05_D5_run01.mat,100000,100,1,1,1,89.4829466023375,0.517053397662522,15.630878325052,0.00373378972510522,0.815531753271256,0.00373378972510522,12,0.12,0.12,8036.82630964912
MMOEABH,6,10,1,ok,,47.0298909,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite06_D10_run01.mat,100000,5,2,0,0,0.459531576390816,89.5404684236092,0.211689361036809,0.779127443231138,0.827205910888616,0.77243308880445,5,1,0,1.36546747567785
MMOEABH,6,2,1,ok,,28.8252128,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite06_D2_run01.mat,100000,42,2,2,1,89.9999938189462,6.18105380567613e-06,78.3946979257627,1.01580043238616e-05,0.0219430554336568,6.06470846658071e-06,24,0.571428571428571,0.785714285714286,8099.99994573268
MMOEABH,6,3,1,ok,,35.1257787,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite06_D3_run01.mat,100000,24,2,1,0.5,89.9999463493294,5.36506706083628e-05,71.649484294807,0.283750059047284,0.0352080229356088,7.42614702365581e-05,19,0.791666666666667,0.791666666666667,8099.99281088355
MMOEABH,6,5,1,ok,,40.391437,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite06_D5_run01.mat,100000,49,2,2,1,89.9813103133114,0.0186896866885746,89.9713494853283,0.000589902278984004,0.000657152563083366,0.000493698326984383,49,1,1,8099.11670227685
MMOEABH,7,10,1,ok,,46.8726696,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite07_D10_run01.mat,100000,99,2,0,0,0.941693935511324,89.0583060644887,0.923091739573417,0.859877340744688,1.14477499688947,0.83099822341653,99,1,0,1.0310752678789
MMOEABH,7,2,1,ok,,99.7829859,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite07_D2_run01.mat,100000,97,2,1,0.5,89.9999526233494,4.73766506416951e-05,57.1830112071617,0.155665591886662,0.279395338804871,6.35749281927432e-05,8,0.0824742268041237,0.0824742268041237,8099.99620743075
MMOEABH,7,3,1,ok,,29.9195015,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite07_D3_run01.mat,100000,83,2,1,0.5,89.9989739133722,0.00102608662778891,34.70026111418,0.127806162863342,0.295477180055401,0.000414624931055971,16,0.192771084337349,0.192771084337349,8099.91206355085
MMOEABH,7,5,1,ok,,38.4775108,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite07_D5_run01.mat,100000,50,2,2,1,89.9999004127153,9.95872846942802e-05,89.992466551438,0.000600433071256437,0.000445073019308144,8.69698930033039e-05,34,0.68,1,8099.98653680535
MMOEABH,8,2,1,ok,,25.4783168,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite08_D2_run01.mat,100000,12,2,1,0.5,89.9999977167827,2.28321728457104e-06,77.170406200094,0.0618728017214577,0.0654887208602752,3.04461541213188e-05,6,0.5,0.5,8099.99975288341
MMOEABH,8,3,1,ok,,28.3951065,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite08_D3_run01.mat,100000,69,2,1,0.5,89.9999692673762,3.07326238271344e-05,52.2521240643603,0.289913782496935,0.313037726706864,1.63880710041963e-05,33,0.478260869565217,0.478260869565217,8099.99668100451
MMOEABH,8,5,1,ok,,124.8648687,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite08_D5_run01.mat,100000,36,2,2,1,89.9931785242796,0.00682147572035774,89.9268520619803,0.0015157968073804,0.00192998405636655,0.000672240951111659,10,0.277777777777778,1,8098.97993609397
MMOEABH,9,10,1,ok,,39.3426726,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite09_D10_run01.mat,100000,100,20,0,0,0.000928192899607438,89.9990718071004,0.000277454979478335,0.924677048072205,0.619702694796425,0.514129432574126,97,0.97,0,0.0325660737090287
MMOEABH,10,10,1,ok,,104.1974159,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite10_D10_run01.mat,100000,38,6,1,0.166666666666667,89.8547770137928,0.145222986207202,85.167087972401,0.446198199653545,0.0093889491461988,0.00177296966896423,16,0.421052631578947,0.421052631578947,8083.09181831113
MMOEABH,10,2,1,ok,,30.9897129,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite10_D2_run01.mat,100000,44,6,4,0.666666666666667,89.999998846194,1.15380602494497e-06,89.9995491919621,0.0833328441388514,9.99437081115469e-05,4.30564743021372e-06,16,0.363636363636364,1,8099.99996882626
MMOEABH,10,3,1,ok,,34.9601034,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite10_D3_run01.mat,100000,100,6,1,0.166666666666667,89.999998749507,1.2504930424484e-06,89.9999973957728,0.619028274696506,6.01832591491362e-06,5.82961362032458e-06,100,1,1,8099.99986187816
MMOEABH,10,5,1,ok,,40.5836637,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite10_D5_run01.mat,100000,71,6,4,0.666666666666667,89.99989871234,0.000101287660015714,89.8469185323884,0.154934555646673,0.00222160464832163,4.5486812666525e-05,32,0.450704225352113,1,8099.98902348499
MMOEABH,11,10,1,ok,,37.7008031,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite11_D10_run01.mat,100000,32,8,1,0.125,89.9893292799373,0.0106707200626914,74.6509235889868,0.60669746548638,0.0168596677306505,0.000300131446242858,14,0.4375,0.4375,8098.58229761542
MMOEABH,11,2,1,ok,,26.6391321,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite11_D2_run01.mat,100000,100,8,3,0.375,89.9999997837994,2.16200646718789e-07,89.9999717943103,0.257139096031863,1.78723796944247e-05,1.88037704329615e-06,19,0.19,1,8099.99999263842
MMOEABH,11,3,1,ok,,31.0807507,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite11_D3_run01.mat,100000,69,8,4,0.5,89.9999932060967,6.79390329594298e-06,89.9997475126164,0.277026585317846,5.12393060025607e-05,1.11559402956995e-05,19,0.27536231884058,1,8099.99930510071
MMOEABH,11,5,1,ok,,29.710284,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMOEABH_suite11_D5_run01.mat,100000,75,8,3,0.375,89.9999822926512,1.77073487890311e-05,89.9770646372813,0.426885134149798,0.000449076905201655,1.86675995011823e-05,43,0.573333333333333,1,8099.99736764003
