algorithm,suite,D,run,status,message,runtime,resultFile,MaxFE,nReturned,nShared,nFoundShared,peakRecall,bestConsensus,consensusGap,meanConsensus,IGDX,GDX,minDistanceToShared,ndCount,ndRatio,highConsensusRatio,HV2D
MMEAARM,9,10,1,error,位置 1 处的索引超出数组边界。索引不能超过 1。,2.457709,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite09_D10_run01.mat,100000,0,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
MMEAARM,10,10,1,error,位置 1 处的索引超出数组边界。索引不能超过 17。,3.5780574,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite10_D10_run01.mat,100000,0,6,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
MMEAARM,10,2,1,ok,,20.0939612,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite10_D2_run01.mat,100000,99,6,5,0.833333333333333,89.9999425730261,5.74269739246347e-05,89.9898396634501,0.0908712396849679,0.000473665496671638,3.36649005521979e-05,10,0.101010101010101,1,8099.99671042894
MMEAARM,10,3,1,ok,,16.3162969,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite10_D3_run01.mat,100000,99,6,5,0.833333333333333,89.9983684821681,0.00163151783192461,75.35808950269,0.00609407101440348,0.0666642219586008,0.000216247679064639,8,0.0808080808080808,0.606060606060606,8099.82048928842
MMEAARM,10,5,1,ok,,23.391985,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite10_D5_run01.mat,100000,98,6,4,0.666666666666667,89.9054021286014,0.0945978713986051,49.9430670660305,0.108770597989973,0.142500107042493,0.00153997408106119,6,0.0612244897959184,0.387755102040816,8090.03563071046
MMEAARM,11,10,1,error,位置 1 处的索引超出数组边界。索引不能超过 2。,2.5536946,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite11_D10_run01.mat,100000,0,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
MMEAARM,11,2,1,ok,,15.759601,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite11_D2_run01.mat,100000,96,8,4,0.5,89.999699320456,0.000300679544025684,89.9926309870058,0.192745897259116,0.000355655439138121,3.77757820228249e-05,19,0.197916666666667,1,8099.99632710274
MMEAARM,11,3,1,error,位置 1 处的索引超出数组边界。索引不能超过 5。,2.4476376,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite11_D3_run01.mat,100000,0,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
MMEAARM,11,5,1,error,位置 1 处的索引超出数组边界。索引不能超过 7。,2.330549,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite11_D5_run01.mat,100000,0,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
MMEAARM,12,10,1,error,位置 1 处的索引超出数组边界。索引不能超过 7。,2.3707549,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite12_D10_run01.mat,100000,0,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
MMEAARM,12,2,1,ok,,18.4496441,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAARM_suite12_D2_run01.mat,100000,96,16,6,0.375,89.9983352101436,0.00166478985643437,89.9476334893067,0.152922890407098,0.000821929090291995,7.89758872219317e-05,14,0.145833333333333,1,8099.97258629023
MMEAWI,1,10,1,ok,,50.4544269,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite01_D10_run01.mat,100000,13,2,0,0,2.15868233510719e-05,89.9999784131766,1.67503497786688e-06,1.0146897688145,1.00243693577253,0.968108015108375,13,1,0,1.84917370591073e-06
MMEAWI,1,2,1,ok,,116.4415235,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite01_D2_run01.mat,100000,100,2,2,1,88.4785432509862,1.52145674901381,88.4373556103741,5.4049120513854e-06,8.22090176124856e-06,3.14953932290104e-06,100,1,1,8018.1457476421
MMEAWI,1,3,1,ok,,40.4897622,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite01_D3_run01.mat,100000,100,2,1,0.5,90.5734619239393,-0.573461923939277,90.5734619239393,0.223181214782075,5.54867275408488e-06,5.54867275408022e-06,100,1,1,8224.28501236352
MMEAWI,1,5,1,ok,,43.5801026,D:\code\multi_party_multi_modal\hamaza_code\Results\ofec_mpmmo_platemo_1e5\tasks\MMEAWI_suite01_D5_run01.mat,100000,100,2,0,0,0.0477108969844693,89.9522891030155,0.017800514252385,0.74926896102505,0.84151770336428,0.688939103870612,100,1,0,3.30307540504304
