# generation pareto_front_size best_joint_fitness
1 3 88.817898
2 5 88.817898
3 7 88.817898
4 9 88.817898
5 11 88.817898
6 13 88.817898
7 16 88.817898
8 18 88.817898
9 20 88.817898
10 22 88.817898
11 24 88.817898
12 26 88.817898
13 2 89.049780
14 4 89.049780
15 6 89.049780
16 8 89.049780
17 10 89.049780
18 12 89.049780
19 14 89.049780
20 16 89.049780
21 18 89.049780
22 20 89.049780
23 22 89.049780
24 24 89.049780
25 26 89.049780
26 28 89.049780
27 30 89.049780
28 32 89.049780
29 34 89.049780
30 36 89.049780
31 38 89.049780
32 40 89.049780
33 42 89.049780
34 44 89.049780
35 46 89.049780
36 48 89.049780
37 50 89.049780
38 52 89.049780
39 54 89.049780
40 56 89.049780
41 58 89.049780
42 60 89.049780
43 62 89.049780
44 64 89.049780
45 66 89.049780
46 68 89.049780
47 70 89.049780
48 72 89.049780
49 74 89.049780
50 76 89.049780
51 78 89.049780
52 80 89.049780
53 82 89.049780
54 84 89.049780
55 86 89.049780
56 88 89.049780
57 90 89.049780
58 92 89.049780
59 94 89.049780
60 96 89.049780
61 98 89.049780
62 100 89.049780
63 102 89.049780
64 104 89.049780
65 106 89.049780
66 108 89.049780
67 110 89.049780
68 112 89.049780
69 115 89.049780
70 117 89.049780
71 120 89.049780
72 122 89.049780
73 124 89.049780
74 1 89.107959
75 4 89.107959
76 5 89.107959
77 6 89.107959
78 7 89.107959
79 8 89.107959
80 9 89.107959
81 10 89.107959
82 11 89.107959
83 12 89.107959
84 13 89.107959
85 1 89.129786
86 2 89.129786
87 3 89.129786
88 4 89.129786
89 5 89.129786
90 6 89.129786
91 1 89.282148
92 2 89.282148
93 3 89.282148
94 4 89.282148
95 5 89.282148
96 6 89.282148
97 1 89.335642
98 1 89.444570
99 2 89.444570
100 3 89.444570
101 1 89.518783
102 2 89.518783
103 2 89.589355
104 4 89.589355
105 5 89.589355
106 6 89.589355
107 1 89.664799
108 2 89.843612
109 3 89.843612
110 4 89.843612
111 5 89.843612
112 6 89.843612
113 7 89.843612
114 1 89.870286
115 3 89.898882
116 4 89.898882
117 5 89.898882
118 6 89.898882
119 3 89.903533
120 3 89.919953
121 2 89.929683
122 2 89.931066
123 4 89.931066
124 2 89.945141
125 1 89.961453
126 2 89.968343
127 4 89.968343
128 6 89.968343
129 1 89.975680
130 1 89.978854
131 2 89.978854
132 3 89.978854
133 4 89.978854
134 5 89.978854
135 3 89.980161
136 3 89.981127
137 2 89.984512
138 2 89.984512
139 1 89.987300
140 2 89.988185
141 2 89.992167
142 2 89.994005
143 4 89.994005
144 2 89.994120
145 3 89.994120
146 2 89.994609
147 2 89.995266
148 4 89.995266
149 2 89.995589
150 3 89.995589
151 2 89.996458
152 1 89.996686
153 2 89.997285
154 3 89.997285
155 2 89.997472
156 2 89.997946
157 2 89.998075
158 2 89.998588
159 3 89.998588
160 2 89.998900
161 2 89.998963
162 3 89.998963
163 2 89.998985
164 2 89.999103
165 1 89.999175
166 1 89.999269
167 2 89.999269
168 3 89.999269
169 4 89.999269
170 1 89.999362
171 1 89.999470
172 2 89.999470
173 2 89.999555
174 2 89.999666
175 1 89.999673
176 2 89.999673
177 2 89.999681
178 4 89.999681
179 6 89.999681
180 2 89.999733
181 2 89.999738
182 2 89.999788
183 2 89.999793
184 2 89.999840
185 2 89.999913
186 3 89.999913
187 4 89.999913
188 1 89.999917
189 2 89.999917
190 2 89.999935
191 2 89.999936
192 2 89.999946
193 3 89.999946
194 1 89.999949
195 2 89.999949
196 2 89.999956
197 3 89.999956
198 1 89.999965
199 1 89.999968
200 2 89.999969
201 2 89.999970
202 2 89.999977
203 1 89.999980
204 2 89.999980
205 2 89.999981
206 1 89.999983
207 2 89.999983
208 3 89.999983
209 4 89.999983
210 2 89.999989
211 3 89.999989
212 2 89.999990
213 2 89.999993
214 6 89.999993
215 3 89.999993
216 4 89.999993
217 5 89.999993
218 3 89.999995
219 2 89.999996
220 3 89.999996
221 3 89.999996
222 2 89.999997
223 2 89.999998
224 3 89.999998
225 1 89.999998
226 1 89.999999
227 2 89.999999
228 1 89.999999
229 2 89.999999
230 2 89.999999
231 2 89.999999
232 4 89.999999
233 1 89.999999
234 2 89.999999
235 3 89.999999
236 4 89.999999
237 5 89.999999
238 6 89.999999
239 2 90.000000
240 4 90.000000
241 4 90.000000
242 2 90.000000
243 2 90.000000
244 1 90.000000
245 2 90.000000
246 2 90.000000
247 2 90.000000
248 2 90.000000
249 2 90.000000
250 4 90.000000
251 2 90.000000
252 2 90.000000
253 4 90.000000
254 6 90.000000
255 7 90.000000
256 1 90.000000
257 3 90.000000
258 5 90.000000
259 3 90.000000
260 2 90.000000
261 3 90.000000
262 2 90.000000
263 1 90.000000
264 3 90.000000
265 3 90.000000
266 2 90.000000
267 4 90.000000
268 6 90.000000
269 2 90.000000
270 3 90.000000
271 1 90.000000
272 3 90.000000
273 3 90.000000
274 2 90.000000
275 4 90.000000
276 6 90.000000
277 9 90.000000
278 9 90.000000
279 2 90.000000
280 6 90.000000
281 9 90.000000
282 12 90.000000
283 3 90.000000
284 5 90.000000
285 7 90.000000
286 8 90.000000
287 13 90.000000
288 10 90.000000
289 10 90.000000
290 13 90.000000
291 5 90.000000
292 10 90.000000
293 15 90.000000
294 20 90.000000
295 25 90.000000
296 30 90.000000
297 35 90.000000
298 40 90.000000
299 45 90.000000
300 51 90.000000
301 56 90.000000
302 61 90.000000
303 67 90.000000
304 72 90.000000
305 77 90.000000
306 82 90.000000
307 87 90.000000
