# generation best_consensus ca_size
0 62.132607 71
1 66.824342 71
2 81.797136 71
3 81.797136 71
4 81.797136 71
5 87.226421 71
6 87.226421 71
7 87.226421 71
8 87.226421 71
9 87.406068 71
10 87.732320 71
11 87.732320 71
12 87.732320 71
13 87.732320 71
14 87.732320 71
15 89.351089 71
16 89.351089 71
17 89.351089 71
18 89.351089 71
19 89.558477 71
20 89.558477 71
21 89.558477 71
22 89.558477 71
23 89.558477 71
24 89.558477 71
25 89.558477 71
26 89.558477 71
27 89.558477 71
28 89.558477 71
29 89.558477 71
30 89.558477 71
31 89.750362 71
32 89.750362 71
33 89.750362 71
34 89.750362 71
35 89.750362 71
36 89.750362 71
37 89.750362 71
38 89.750362 71
39 89.750362 71
40 89.750362 71
41 89.750362 71
42 89.750362 71
43 89.750362 71
44 89.750362 71
45 89.750362 71
46 89.750362 71
47 89.750362 71
48 89.750362 71
49 89.750362 71
50 89.750362 71
