# MPMM-CoEA metrics  P5  D=3  run_seed=2999950
suite_id       5
problem_name   p5_rotated
feature        random optima with rotated and ill-conditioned basins
dim            3
nopt           1
eval_budget    50000
# strict eps_x=0.01 eps_f=1.0
SR_0.01        0.0000
ANOF_0.01      0.0000
# loose  eps_x=0.05 eps_f=2.0
SR_0.05        0.0000
ANOF_0.05      0.0000
E_WP           72.2659
D_PO           0.1620
ca_size        17
