# generation best_consensus ca_size
0 0.036418 200
1 0.036418 200
2 0.036418 200
3 0.036418 200
4 0.036418 200
5 0.036418 200
6 0.036418 200
7 0.036418 200
8 0.036418 200
9 0.047681 200
10 0.047681 200
11 0.047681 200
12 0.047681 200
13 0.047681 200
14 0.047681 200
15 0.047681 200
16 0.047681 200
17 0.047681 200
18 0.047681 200
19 0.047681 200
20 0.047681 200
21 0.047681 200
22 0.047681 200
23 0.047681 200
24 0.047681 200
25 0.047681 200
26 0.047681 200
27 0.047681 200
28 0.047681 200
29 0.047681 200
30 0.047681 200
31 0.047681 200
32 0.047681 200
33 0.047681 200
34 0.047681 200
35 0.047681 200
36 0.047681 200
37 0.047681 200
38 0.047681 200
39 0.047681 200
40 0.047681 200
41 0.047681 200
42 0.047681 200
43 0.047681 200
44 0.047681 200
45 0.047681 200
46 0.047681 200
47 0.047681 200
48 0.047681 200
49 0.047681 200
50 0.047681 200
51 0.047681 200
52 0.047681 200
53 0.047681 200
54 0.047681 200
55 0.047681 200
56 0.047681 200
57 0.047681 200
58 0.047681 200
59 0.047681 200
60 0.047681 200
61 0.047681 200
62 0.047681 200
63 0.047681 200
64 0.047681 200
65 0.047681 200
66 0.047681 200
67 0.047681 200
68 0.047681 200
69 0.047681 200
70 0.047681 200
71 0.047681 200
72 0.047681 200
73 0.047681 200
74 0.047681 200
75 0.047681 200
76 0.047681 200
77 0.047681 200
78 0.047681 200
79 0.047681 200
80 0.047681 200
81 0.047681 200
82 0.047681 200
83 0.047681 200
84 0.047681 200
85 0.047681 200
86 0.047681 200
87 0.047681 200
88 0.047681 200
89 0.047681 200
90 0.047681 200
91 0.047681 200
92 0.047681 200
93 0.047681 200
94 0.047681 200
95 0.047681 200
96 0.047681 200
97 0.047681 200
98 0.048524 200
99 0.048524 200
100 0.048524 200
101 0.048524 200
102 0.048524 200
103 0.048524 200
104 0.048524 200
105 0.063990 200
106 0.063990 200
107 0.063990 200
108 0.063990 200
109 0.063990 200
110 0.063990 200
111 0.100216 200
112 0.100216 200
113 0.100216 200
114 0.100216 200
115 0.100216 200
116 0.100216 200
117 0.100216 200
118 0.100216 200
119 0.100216 200
120 0.100216 200
121 0.100216 200
122 0.100216 200
123 0.100216 200
