# generation best_consensus ca_size
0 2.815372 96
1 2.815372 96
2 3.017952 96
3 3.279089 96
4 3.279089 96
5 3.279089 96
6 3.279089 96
7 3.279089 96
8 3.279089 96
9 3.279089 96
10 3.279089 96
11 3.279089 96
12 3.279089 96
13 3.279089 96
14 3.279089 96
15 3.279089 96
16 3.279089 96
17 3.279089 96
18 3.279089 96
19 3.279089 96
20 3.279089 96
21 3.279089 96
22 3.279089 96
23 3.279089 96
24 3.279089 96
25 3.279089 96
26 3.279089 96
27 3.279089 96
28 3.786183 96
29 3.786183 96
30 3.786183 96
31 3.786183 96
32 3.786183 96
33 3.786183 96
34 9.102665 96
35 9.102665 96
36 9.102665 96
37 9.102665 96
38 9.102665 96
39 9.102665 96
40 9.102665 96
41 9.102665 96
42 9.102665 96
43 9.102665 96
44 9.102665 96
45 9.102665 96
46 9.102665 96
47 10.120977 96
48 10.120977 96
49 10.120977 96
50 10.120977 96
51 10.120977 96
52 10.120977 96
53 10.120977 96
54 10.120977 96
55 10.120977 96
56 10.120977 96
57 10.120977 96
58 10.120977 96
59 10.120977 96
60 10.120977 96
61 10.120977 96
62 10.120977 96
63 10.120977 96
64 10.120977 96
65 10.120977 96
66 10.120977 96
67 10.120977 96
68 10.120977 96
69 10.120977 96
70 10.120977 96
71 10.120977 96
72 10.120977 96
73 10.120977 96
74 12.904288 96
75 12.904288 96
76 12.904288 96
77 12.904288 96
78 12.904288 96
79 12.904288 96
80 12.904288 96
81 12.904288 96
82 12.904288 96
83 12.904288 96
84 12.904288 96
85 12.904288 96
86 12.904288 96
87 13.389535 96
88 13.389535 96
89 13.389535 96
90 13.389535 96
91 13.389535 96
92 13.389535 96
93 13.389535 96
94 13.389535 96
95 13.389535 96
96 13.389535 96
97 13.389535 96
98 13.389535 96
99 13.389535 96
100 13.389535 96
101 13.389535 96
102 16.041068 96
103 16.041068 96
104 16.041068 96
105 16.041068 96
106 16.041068 96
107 16.041068 96
108 16.041068 96
109 16.041068 96
110 16.957593 96
111 16.957593 96
112 16.957593 96
113 16.957593 96
114 16.957593 96
115 22.362033 96
116 22.362033 96
117 22.362033 96
118 22.362033 96
119 22.362033 96
120 52.505992 96
121 52.505992 96
122 52.505992 96
123 52.505992 96
124 52.505992 96
125 52.505992 96
126 52.505992 96
127 52.505992 96
128 52.505992 96
129 52.505992 96
130 52.505992 96
131 52.505992 96
132 52.505992 96
133 52.505992 96
134 52.505992 96
135 52.505992 96
136 52.505992 96
137 52.505992 96
138 52.505992 96
139 52.505992 96
140 52.505992 96
141 52.505992 96
142 52.505992 96
143 52.505992 96
144 52.505992 96
145 52.505992 96
146 52.505992 96
147 52.505992 96
148 52.505992 96
149 52.505992 96
150 52.505992 96
151 52.505992 96
152 52.505992 96
153 52.505992 96
154 52.505992 96
155 55.513086 96
156 55.513086 96
157 55.513086 96
158 55.513086 96
159 55.513086 96
160 55.513086 96
161 55.513086 96
162 55.513086 96
163 55.513086 96
164 55.513086 96
165 55.513086 96
166 55.513086 96
167 55.513086 96
168 55.513086 96
169 55.513086 96
170 55.513086 96
171 55.513086 96
172 55.513086 96
173 55.513086 96
174 55.513086 96
175 55.513086 96
176 55.513086 96
177 55.513086 96
178 55.513086 96
179 55.513086 96
180 55.513086 96
181 55.513086 96
182 55.513086 96
183 55.513086 96
184 55.513086 96
185 55.513086 96
186 55.513086 96
187 55.513086 96
188 55.513086 96
189 55.513086 96
190 55.513086 96
191 55.513086 96
192 55.513086 96
193 55.513086 96
194 55.513086 96
195 55.513086 96
196 55.513086 96
197 55.513086 96
198 55.513086 96
199 55.513086 96
200 55.513086 96
201 55.513086 96
202 55.513086 96
203 55.513086 96
204 55.513086 96
205 55.513086 96
206 55.513086 96
207 55.513086 96
208 72.177197 96
209 72.177197 96
210 72.177197 96
211 72.177197 96
212 72.177197 96
213 72.177197 96
214 72.177197 96
215 72.177197 96
216 72.177197 96
217 72.177197 96
218 72.177197 96
219 72.177197 96
220 72.177197 96
221 72.177197 96
222 72.177197 96
223 72.177197 96
224 72.177197 96
225 72.177197 96
226 72.177197 96
227 72.177197 96
228 72.177197 96
229 72.177197 96
230 72.177197 96
231 72.177197 96
232 72.177197 96
233 72.177197 96
234 72.177197 96
235 72.177197 96
236 72.177197 96
237 72.177197 96
238 72.177197 96
239 72.177197 96
240 72.177197 96
241 72.177197 96
242 72.177197 96
243 72.177197 96
244 72.177197 96
245 72.177197 96
246 72.177197 96
247 72.177197 96
248 72.177197 96
249 72.177197 96
250 72.177197 96
251 72.177197 96
252 72.177197 96
253 72.177197 96
254 72.177197 96
255 72.177197 96
256 72.177197 96
257 72.177197 96
258 72.177197 96
259 72.177197 96
260 72.177197 96
261 72.177197 96
262 72.177197 96
263 72.177197 96
264 72.177197 96
265 72.177197 96
266 72.177197 96
267 72.177197 96
268 72.177197 96
