# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus x0_norm x1_norm x2_norm x3_norm x4_norm x5_norm x6_norm x7_norm x8_norm x9_norm
0.9703133134 0.2838845246 3.2921931939 -1.5128083278 0.0364180652 0.0364180652 0.0364180652 0.9703133134 0.2838845246 0.2119447393 0.9141771370 0.6274076870 0.5264783623 0.5639093406 0.3702191114 0.0642582278 0.4178776499
0.9703133134 0.2838845246 3.2921931939 -1.5128083278 0.0364180652 0.0364180652 0.0364180652 0.9703133134 0.2838845246 0.2119447393 0.9141771370 0.6274076870 0.5264783623 0.5639093406 0.3702191114 0.0642582278 0.4178776499
0.8792933910 0.4086214786 2.6550537367 -0.6396496498 0.0364180652 0.0364180652 0.0364180652 0.8792933910 0.4086214786 0.9134965630 0.9829377520 0.4594590543 0.2966408014 0.0142101820 0.0326646549 0.3162731268 0.0970739068
0.8792933910 0.4086214786 2.6550537367 -0.6396496498 0.0364180652 0.0364180652 0.0364180652 0.8792933910 0.4086214786 0.9134965630 0.9829377520 0.4594590543 0.2966408014 0.0142101820 0.0326646549 0.3162731268 0.0970739068
0.8655816297 0.4538132993 2.5590714082 -0.3233069046 0.0364180652 0.0364180652 0.0364180652 0.8655816297 0.4538132993 0.8930184497 1.0000000000 0.4606566143 0.3182950348 0.0000000000 0.0422709644 0.3583727969 0.1023051471
0.8655816297 0.4538132993 2.5590714082 -0.3233069046 0.0364180652 0.0364180652 0.0364180652 0.8655816297 0.4538132993 0.8930184497 1.0000000000 0.4606566143 0.3182950348 0.0000000000 0.0422709644 0.3583727969 0.1023051471
0.8615965477 0.2321784061 2.5311758338 -1.8747511575 0.0364180652 0.0364180652 0.0364180652 0.8615965477 0.2321784061 0.9382072023 0.6727543330 0.8067339005 0.9166451959 0.9558078054 0.6656779053 0.8142915737 0.1849980356
0.8615965477 0.2321784061 2.5311758338 -1.8747511575 0.0364180652 0.0364180652 0.0364180652 0.8615965477 0.2321784061 0.9382072023 0.6727543330 0.8067339005 0.9166451959 0.9558078054 0.6656779053 0.8142915737 0.1849980356
0.8890445769 0.3970892393 2.7233120380 -0.7203753248 0.0364180652 0.0364180652 0.0364180652 0.8890445769 0.3970892393 0.8808382878 0.9570610221 0.4917590924 0.3353316676 0.0279886633 0.0848737473 0.3706656850 0.1261617101
0.8890445769 0.3970892393 2.7233120380 -0.7203753248 0.0364180652 0.0364180652 0.0364180652 0.8890445769 0.3970892393 0.8808382878 0.9570610221 0.4917590924 0.3353316676 0.0279886633 0.0848737473 0.3706656850 0.1261617101
0.8659283402 0.4362222799 2.5614983817 -0.4464440404 0.0364180652 0.0364180652 0.0364180652 0.8659283402 0.4362222799 0.9574185723 0.9900801341 0.4589822813 0.3025534760 0.0012828321 0.0640770230 0.3350433562 0.1289669608
0.8659283402 0.4362222799 2.5614983817 -0.4464440404 0.0364180652 0.0364180652 0.0364180652 0.8659283402 0.4362222799 0.9574185723 0.9900801341 0.4589822813 0.3025534760 0.0012828321 0.0640770230 0.3350433562 0.1289669608
0.8857871879 0.4042663782 2.7005103152 -0.6701353528 0.0364180652 0.0364180652 0.0364180652 0.8857871879 0.4042663782 0.9422932243 0.9840372126 0.4737047603 0.2777148129 0.0000000000 0.0857523786 0.2985035743 0.1493038197
0.8857871879 0.4042663782 2.7005103152 -0.6701353528 0.0364180652 0.0364180652 0.0364180652 0.8857871879 0.4042663782 0.9422932243 0.9840372126 0.4737047603 0.2777148129 0.0000000000 0.0857523786 0.2985035743 0.1493038197
0.8431075904 0.3879464444 2.4017531326 -0.7843748892 0.0364180652 0.0364180652 0.0364180652 0.8431075904 0.3879464444 0.8952960560 0.9264769531 0.5071466056 0.3146161850 0.0000000000 0.0657737194 0.3742598856 0.0596391697
0.8431075904 0.3879464444 2.4017531326 -0.7843748892 0.0364180652 0.0364180652 0.0364180652 0.8431075904 0.3879464444 0.8952960560 0.9264769531 0.5071466056 0.3146161850 0.0000000000 0.0657737194 0.3742598856 0.0596391697
0.8651696541 0.3890041536 2.5561875789 -0.7769709251 0.0364180652 0.0364180652 0.0364180652 0.8651696541 0.3890041536 0.8751578669 0.9631936772 0.5012786854 0.3420444518 0.0014633796 0.0701799310 0.3174216876 0.1436747157
0.8651696541 0.3890041536 2.5561875789 -0.7769709251 0.0364180652 0.0364180652 0.0364180652 0.8651696541 0.3890041536 0.8751578669 0.9631936772 0.5012786854 0.3420444518 0.0014633796 0.0701799310 0.3174216876 0.1436747157
