# CEC-2015 metrics  P7  D=5
suite_id       7
problem_name   p7_hierarchical
feature        random broad shared basins plus sharp local peaks
dim            5
nopt           2
# strict eps_x=0.01 eps_f=1.0
SR_strict      0.0000
ANOF_strict    1.0000
MPR_strict     0.5000
# loose  eps_x=0.05 eps_f=2.0
SR_loose       0.0000
ANOF_loose     1.0000
MPR_loose      0.5000
ca_size        200
best_consensus 89.9644
