# generation best_consensus ca_size
0 87.142332 200
1 87.142332 200
2 89.776545 200
3 89.776545 200
4 89.776545 200
5 89.776545 200
6 89.776545 200
7 89.776545 200
8 89.776545 200
9 89.776545 200
10 89.776545 200
11 89.776545 200
12 89.776545 200
13 89.776545 200
14 89.776545 200
15 89.776545 200
16 89.776545 200
17 89.776545 200
18 89.776545 200
19 89.776545 200
20 89.776545 200
21 89.776545 200
22 89.835229 200
23 89.835229 200
24 89.835229 200
25 89.835229 200
26 89.835229 200
27 89.835229 200
28 89.835229 200
29 89.835229 200
30 89.835229 200
31 89.835229 200
32 89.835229 200
33 89.835229 200
34 89.835229 200
35 89.835229 200
36 89.835229 200
37 89.835229 200
38 89.835229 200
39 89.835229 200
40 89.835229 200
41 89.835229 200
42 89.835229 200
43 89.835229 200
44 89.835229 200
45 89.835229 200
46 89.835229 200
47 89.835229 200
48 89.835229 200
49 89.835229 200
50 89.835229 200
51 89.835229 200
52 89.835229 200
53 89.835229 200
54 89.835229 200
55 89.835229 200
56 89.835229 200
57 89.835229 200
58 89.835229 200
59 89.835229 200
60 89.835229 200
61 89.835229 200
62 89.835229 200
63 89.835229 200
64 89.835229 200
65 89.835229 200
66 89.835229 200
67 89.835229 200
68 89.835229 200
69 89.835229 200
70 89.835229 200
71 89.835229 200
72 89.835229 200
73 89.835229 200
74 89.835229 200
75 89.835229 200
76 89.835229 200
77 89.835229 200
78 89.835229 200
79 89.835229 200
80 89.835229 200
81 89.835229 200
82 89.835229 200
83 89.835229 200
84 89.835229 200
85 89.835229 200
86 89.835229 200
87 89.835229 200
88 89.835229 200
89 89.835229 200
90 89.835229 200
91 89.835229 200
92 89.835229 200
93 89.835229 200
94 89.835229 200
95 89.835229 200
96 89.835229 200
97 89.835229 200
98 89.835229 200
99 89.835229 200
100 89.835229 200
101 89.883602 200
102 89.883602 200
103 89.883602 200
104 89.883602 200
105 89.883602 200
106 89.883602 200
107 89.883602 200
108 89.883602 200
109 89.883602 200
110 89.883602 200
111 89.883602 200
112 89.883602 200
113 89.883602 200
114 89.883602 200
115 89.883602 200
116 89.883602 200
117 89.883602 200
118 89.883602 200
119 89.883602 200
120 89.883602 200
121 89.883602 200
122 89.883602 200
123 89.883602 200
124 89.883602 200
125 89.883602 200
126 89.883602 200
127 89.883602 200
128 89.883602 200
129 89.883602 200
130 89.883602 200
131 89.883602 200
132 89.883602 200
133 89.883602 200
134 89.883602 200
135 89.883602 200
136 89.883602 200
137 89.883602 200
138 89.883602 200
139 89.883602 200
140 89.883602 200
141 89.883602 200
142 89.883602 200
143 89.883602 200
144 89.883602 200
145 89.883602 200
146 89.883602 200
147 89.883602 200
148 89.883602 200
149 89.883602 200
150 89.883602 200
151 89.883602 200
152 89.883602 200
153 89.883602 200
154 89.883602 200
155 89.883602 200
156 89.883602 200
157 89.883602 200
158 89.883602 200
159 89.883602 200
160 89.883602 200
161 89.883602 200
162 89.883602 200
163 89.883602 200
164 89.883602 200
165 89.883602 200
166 89.883602 200
167 89.883602 200
168 89.883602 200
169 89.883602 200
170 89.883602 200
171 89.883602 200
172 89.883602 200
173 89.883602 200
174 89.883602 200
175 89.883602 200
176 89.883602 200
177 89.883602 200
178 89.883602 200
179 89.883602 200
180 89.883602 200
181 89.883602 200
182 89.883602 200
183 89.883602 200
184 89.883602 200
185 89.883602 200
186 89.883602 200
187 89.883602 200
188 89.883602 200
189 89.883602 200
190 89.883602 200
191 89.883602 200
192 89.883602 200
193 89.883602 200
194 89.883602 200
195 89.883602 200
196 89.883602 200
197 89.883602 200
198 89.883602 200
199 89.883602 200
200 89.883602 200
