# generation best_consensus ca_size
0 75.208660 200
1 83.776253 200
2 83.776253 200
3 83.776253 200
4 83.776253 200
5 83.776253 200
6 83.776253 200
7 83.776253 200
8 83.776253 200
9 83.776253 200
10 83.776253 200
11 83.776253 200
12 83.776253 200
13 83.776253 200
14 83.776253 200
15 83.776253 200
16 83.776253 200
17 83.776253 200
18 83.776253 200
19 83.776253 200
20 83.776253 200
21 83.776253 200
22 83.776253 200
23 83.776253 200
24 83.776253 200
25 83.776253 200
26 83.776253 200
27 83.776253 200
28 83.776253 200
29 83.776253 200
30 83.776253 200
31 83.776253 200
32 83.776253 200
33 83.776253 200
34 83.776253 200
35 83.776253 200
36 83.776253 200
37 83.776253 200
38 83.776253 200
39 85.462626 200
40 85.462626 200
41 85.462626 200
42 85.462626 200
43 85.462626 200
44 85.462626 200
45 85.462626 200
46 85.462626 200
47 85.462626 200
48 85.462626 200
49 85.462626 200
50 85.462626 200
51 85.462626 200
52 85.462626 200
53 85.462626 200
54 85.462626 200
55 85.462626 200
56 85.462626 200
57 85.462626 200
58 85.462626 200
59 85.462626 200
60 85.462626 200
61 85.462626 200
62 85.462626 200
63 85.462626 200
64 85.462626 200
65 85.462626 200
66 85.462626 200
67 85.462626 200
68 85.462626 200
69 85.462626 200
70 85.462626 200
71 85.462626 200
72 85.462626 200
73 85.462626 200
74 85.462626 200
75 85.462626 200
76 85.462626 200
77 85.462626 200
78 85.462626 200
79 85.462626 200
80 85.462626 200
