# generation best_consensus ca_size
0 80.802321 200
1 80.802321 200
2 80.802321 200
3 80.802321 200
4 80.802321 200
5 80.802321 200
6 80.802321 200
7 80.802321 200
8 80.802321 200
9 80.802321 200
10 80.802321 200
11 80.802321 200
12 80.802321 200
13 80.802321 200
14 80.802321 200
15 80.802321 200
16 80.802321 200
17 80.802321 200
18 80.802321 200
19 80.802321 200
20 80.802321 200
21 80.802321 200
22 80.802321 200
23 80.802321 200
24 80.802321 200
25 80.802321 200
26 80.802321 200
27 80.802321 200
28 80.802321 200
29 80.802321 200
30 80.802321 200
31 80.802321 200
32 80.802321 200
33 81.689154 200
34 81.689154 200
35 81.689154 200
36 81.689154 200
37 81.689154 200
38 81.689154 200
39 81.689154 200
40 81.689154 200
41 81.689154 200
42 81.689154 200
43 81.689154 200
44 81.689154 200
45 81.689154 200
46 81.689154 200
47 81.689154 200
48 81.689154 200
49 81.689154 200
50 81.689154 200
51 81.689154 200
52 81.689154 200
53 81.689154 200
54 81.689154 200
55 81.689154 200
56 81.689154 200
57 81.689154 200
58 81.689154 200
59 81.689154 200
60 81.689154 200
61 81.689154 200
62 81.689154 200
63 81.689154 200
64 81.689154 200
65 81.689154 200
66 81.689154 200
67 81.689154 200
68 81.689154 200
69 81.689154 200
70 81.689154 200
71 81.689154 200
72 81.689154 200
73 81.689154 200
74 81.689154 200
75 81.689154 200
76 81.689154 200
77 81.689154 200
78 81.689154 200
79 81.689154 200
80 81.689154 200
81 81.689154 200
82 81.689154 200
83 81.689154 200
84 81.689154 200
85 81.689154 200
86 81.689154 200
87 81.689154 200
88 81.689154 200
89 81.689154 200
90 81.689154 200
91 81.689154 200
92 81.689154 200
93 81.689154 200
94 81.689154 200
95 81.689154 200
96 81.689154 200
97 81.689154 200
98 81.689154 200
99 81.689154 200
100 81.689154 200
101 81.689154 200
102 81.689154 200
103 81.689154 200
104 81.689154 200
105 81.689154 200
