# generation best_consensus ca_size
0 11.735765 26
1 11.735765 26
2 11.735765 26
3 50.211948 26
4 50.211948 26
5 50.211948 26
6 50.211948 26
7 50.211948 26
8 50.211948 26
9 50.211948 26
10 50.211948 26
11 50.211948 26
12 50.211948 26
13 50.211948 26
14 50.211948 26
15 50.211948 26
16 50.211948 26
17 50.390827 26
18 50.390827 26
19 50.390827 26
20 50.390827 26
21 50.390827 26
22 50.390827 26
23 50.390827 26
24 50.390827 26
25 50.390827 26
26 50.390827 26
27 50.390827 26
28 50.390827 26
29 50.390827 26
30 50.390827 26
31 50.390827 26
32 50.709360 26
33 50.709360 26
34 50.709360 26
35 50.709360 26
36 50.709360 26
37 50.709360 26
38 50.709360 26
39 50.709360 26
40 50.709360 26
41 50.709360 26
42 50.709360 26
43 50.709360 26
44 50.709360 26
45 73.286042 26
46 73.286042 26
47 73.286042 26
48 73.286042 26
49 73.286042 26
50 73.286042 26
51 73.286042 26
52 73.286042 26
53 73.286042 26
54 76.964905 26
55 76.964905 26
56 76.964905 26
57 76.964905 26
58 76.964905 26
59 76.964905 26
60 76.964905 26
61 76.964905 26
62 76.964905 26
63 76.964905 26
64 76.964905 26
65 76.964905 26
66 76.964905 26
67 76.964905 26
68 76.964905 26
69 76.964905 26
70 76.964905 26
71 76.964905 26
72 76.964905 26
73 76.964905 26
74 76.964905 26
75 76.964905 26
76 76.964905 26
77 76.964905 26
78 76.964905 26
79 76.964905 26
80 76.964905 26
81 76.964905 26
82 76.964905 26
83 76.964905 26
84 76.964905 26
85 76.964905 26
86 76.964905 26
87 76.964905 26
88 76.964905 26
89 77.375531 26
90 77.375531 26
91 77.375531 26
92 77.375531 26
93 77.375531 26
94 77.375531 26
95 77.375531 26
96 77.375531 26
97 77.375531 26
98 77.375531 26
99 77.375531 26
