# MPMM-CoEA metrics  P3  D=10  run_seed=10999814
suite_id       3
problem_name   p3_local_conflict
feature        random shared optima plus party-private local conflicts
dim            10
nopt           1
eval_budget    250000
# strict eps_x=0.01 eps_f=1.0
SR_0.01        0.0000
ANOF_0.01      0.0000
# loose  eps_x=0.05 eps_f=2.0
SR_0.05        0.0000
ANOF_0.05      0.0000
E_WP           89.8778
D_PO           0.3852
ca_size        0
