# generation best_consensus ca_size
0 74.901630 40
1 74.901630 40
2 80.003241 40
3 82.769334 40
4 82.769334 40
5 87.934967 40
6 87.934967 40
7 87.934967 40
8 87.934967 40
9 87.934967 40
10 88.655361 40
11 88.655361 40
12 88.655361 40
13 88.655361 40
14 88.655361 40
15 88.655361 40
16 88.655361 40
17 88.655361 40
18 88.655361 40
19 88.655361 40
20 88.655361 40
21 88.655361 40
22 88.655361 40
23 88.655361 40
24 88.655361 40
25 88.655361 40
26 88.655361 40
27 88.655361 40
28 88.655361 40
29 88.655361 40
30 88.655361 40
31 89.326253 40
32 89.326253 40
33 89.326253 40
