# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus x0_norm x1_norm
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909552 0.1456723602 1.4832366863 -2.4802934783 90.3318757722 88.4785494117 88.4785494117 0.7118909552 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909180 0.1456723602 1.4832364261 -2.4802934783 90.3318757720 88.4785494116 88.4785494116 0.7118909180 0.1456723602
0.7118909576 0.1456723420 1.4832367032 -2.4802936059 90.3318757722 88.4785494116 88.4785494116 0.7118909576 0.1456723420
0.7118909180 0.1456723523 1.4832364261 -2.4802935339 90.3318757720 88.4785494115 88.4785494115 0.7118909180 0.1456723523
0.7118910927 0.1456723177 1.4832376491 -2.4802937764 90.3318757713 88.4785494115 88.4785494115 0.7118910927 0.1456723177
0.7118910052 0.1456723610 1.4832370365 -2.4802934727 90.3318757722 88.4785494115 88.4785494115 0.7118910052 0.1456723610
0.7118910778 0.1456723120 1.4832375447 -2.4802938158 90.3318757716 88.4785494115 88.4785494115 0.7118910778 0.1456723120
0.7118910534 0.1456723069 1.4832373741 -2.4802938518 90.3318757719 88.4785494115 88.4785494115 0.7118910534 0.1456723069
0.7118909548 0.1456723356 1.4832366835 -2.4802936509 90.3318757722 88.4785494115 88.4785494115 0.7118909548 0.1456723356
0.7118908891 0.1456723929 1.4832362237 -2.4802932495 90.3318757718 88.4785494115 88.4785494115 0.7118908891 0.1456723929
0.7118909818 0.1456723241 1.4832368728 -2.4802937314 90.3318757722 88.4785494115 88.4785494115 0.7118909818 0.1456723241
0.7118909818 0.1456723241 1.4832368728 -2.4802937314 90.3318757722 88.4785494115 88.4785494115 0.7118909818 0.1456723241
0.7118909148 0.1456723487 1.4832364035 -2.4802935591 90.3318757719 88.4785494114 88.4785494114 0.7118909148 0.1456723487
0.7118908894 0.1456723572 1.4832362258 -2.4802934995 90.3318757716 88.4785494114 88.4785494114 0.7118908894 0.1456723572
0.7118911366 0.1456723057 1.4832379561 -2.4802938599 90.3318757704 88.4785494113 88.4785494113 0.7118911366 0.1456723057
