# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus x0_norm x1_norm
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584405 0.8775769856 -0.4608909164 2.6430388992 89.9999999999 90.0000000000 89.9999999999 0.4341584405 0.8775769856
0.4341584466 0.8775768403 -0.4608908736 2.6430378823 89.9999999997 89.9999999997 89.9999999997 0.4341584466 0.8775768403
0.4341584958 0.8775769421 -0.4608905296 2.6430385946 89.9999999995 89.9999999994 89.9999999994 0.4341584958 0.8775769421
0.4341584106 0.8775771168 -0.4608911259 2.6430398175 89.9999999997 89.9999999993 89.9999999993 0.4341584106 0.8775771168
0.4341584106 0.8775771168 -0.4608911259 2.6430398175 89.9999999997 89.9999999993 89.9999999993 0.4341584106 0.8775771168
0.4341584106 0.8775771168 -0.4608911259 2.6430398175 89.9999999997 89.9999999993 89.9999999993 0.4341584106 0.8775771168
0.4341584194 0.8775768488 -0.4608910643 2.6430379416 89.9999999989 89.9999999999 89.9999999989 0.4341584194 0.8775768488
0.4341583899 0.8775771281 -0.4608912705 2.6430398967 89.9999999991 89.9999999986 89.9999999986 0.4341583899 0.8775771281
0.4341583935 0.8775769870 -0.4608912456 2.6430389089 89.9999999985 89.9999999992 89.9999999985 0.4341583935 0.8775769870
0.4341584938 0.8775771963 -0.4608905432 2.6430403743 89.9999999984 89.9999999999 89.9999999984 0.4341584938 0.8775771963
0.4341584938 0.8775771963 -0.4608905432 2.6430403743 89.9999999984 89.9999999999 89.9999999984 0.4341584938 0.8775771963
0.4341584938 0.8775771963 -0.4608905432 2.6430403743 89.9999999984 89.9999999999 89.9999999984 0.4341584938 0.8775771963
0.4341584938 0.8775771963 -0.4608905432 2.6430403743 89.9999999984 89.9999999999 89.9999999984 0.4341584938 0.8775771963
0.4341584938 0.8775771963 -0.4608905432 2.6430403743 89.9999999984 89.9999999999 89.9999999984 0.4341584938 0.8775771963
0.4341584938 0.8775771963 -0.4608905432 2.6430403743 89.9999999984 89.9999999999 89.9999999984 0.4341584938 0.8775771963
0.4341584938 0.8775771963 -0.4608905432 2.6430403743 89.9999999984 89.9999999999 89.9999999984 0.4341584938 0.8775771963
0.4341585217 0.8775770446 -0.4608903478 2.6430393121 89.9999999978 89.9999999990 89.9999999978 0.4341585217 0.8775770446
0.4341583745 0.8775769870 -0.4608913784 2.6430389089 89.9999999974 89.9999999986 89.9999999974 0.4341583745 0.8775769870
0.4341584340 0.8775765453 -0.4608909623 2.6430358173 89.9999999973 89.9999999975 89.9999999973 0.4341584340 0.8775765453
0.4341585312 0.8775770608 -0.4608902819 2.6430394256 89.9999999971 89.9999999988 89.9999999971 0.4341585312 0.8775770608
0.4341583374 0.8775771106 -0.4608916380 2.6430397745 89.9999999958 89.9999999961 89.9999999958 0.4341583374 0.8775771106
0.4341584094 0.8775764790 -0.4608911340 2.6430353530 89.9999999956 89.9999999975 89.9999999956 0.4341584094 0.8775764790
0.4341583446 0.8775772744 -0.4608915876 2.6430409207 89.9999999977 89.9999999954 89.9999999954 0.4341583446 0.8775772744
0.4341584106 0.8775764512 -0.4608911259 2.6430351586 89.9999999953 89.9999999971 89.9999999953 0.4341584106 0.8775764512
0.4341584106 0.8775764512 -0.4608911259 2.6430351586 89.9999999953 89.9999999971 89.9999999953 0.4341584106 0.8775764512
0.4341584106 0.8775764512 -0.4608911259 2.6430351586 89.9999999953 89.9999999971 89.9999999953 0.4341584106 0.8775764512
0.4341583474 0.8775769651 -0.4608915683 2.6430387555 89.9999999952 89.9999999976 89.9999999952 0.4341583474 0.8775769651
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
0.4341583753 0.8775767280 -0.4608913726 2.6430370963 89.9999999952 89.9999999995 89.9999999952 0.4341583753 0.8775767280
