# generation pareto_front_size best_joint_fitness
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.000000
27 0 0.000000
28 0 0.000000
29 0 0.000000
30 0 0.000000
31 0 0.000000
32 0 0.000000
33 0 0.000007
34 0 0.000007
35 0 0.000007
36 0 0.000007
37 0 0.000007
38 0 0.000046
39 0 0.000046
40 0 0.000046
41 0 0.000046
42 0 0.000046
43 0 0.000046
44 0 0.000046
45 0 0.000046
46 0 0.000046
47 0 0.000046
48 0 0.000046
49 0 0.000046
50 0 0.000046
51 0 0.001197
52 0 0.001197
53 0 0.001197
54 0 0.001197
55 0 0.001197
56 0 0.001197
57 0 0.001197
58 0 0.001197
59 0 0.001197
60 0 0.001197
61 0 0.001197
62 0 0.001197
63 0 0.001197
64 0 0.001197
65 0 0.001197
66 0 0.001197
67 0 0.001197
68 0 0.001197
69 0 0.001197
70 0 0.001197
71 0 0.001197
72 0 0.001197
73 0 0.001197
74 0 0.001197
75 0 0.001197
76 0 0.001197
77 0 0.001197
78 0 0.001197
79 0 0.001197
80 0 0.001197
81 0 0.001197
82 0 0.001197
83 0 0.001197
84 0 0.001197
85 0 0.001197
86 0 0.001197
87 0 0.001197
88 0 0.001197
89 0 0.001197
90 0 0.001197
91 0 0.001197
92 0 0.001197
93 0 0.001197
94 0 0.001197
95 0 0.001197
96 0 0.001197
97 0 0.001197
98 0 0.001197
99 0 0.001197
100 0 0.001197
101 0 0.001197
102 0 0.001197
103 0 0.001197
104 0 0.796859
105 0 0.796859
106 0 0.796859
107 0 0.796859
108 0 0.796859
109 0 0.796859
110 0 0.796859
111 0 0.796859
112 0 0.796859
113 0 0.796859
114 0 0.796859
115 0 0.796859
116 0 0.796859
117 0 0.796859
118 0 0.796859
119 0 0.796859
120 0 0.796859
121 0 0.796859
122 0 0.796859
123 0 0.796859
124 0 0.796859
125 0 0.796859
126 0 0.796859
127 0 0.796859
128 0 0.796859
129 0 0.796859
130 0 0.796859
131 0 0.796859
132 0 0.796859
133 0 0.796859
134 0 0.796859
135 0 0.796859
136 0 0.796859
137 0 0.796859
138 0 0.796859
139 0 0.796859
140 0 0.796859
141 0 0.796859
142 0 0.796859
143 0 0.796859
144 0 0.796859
145 0 0.796859
146 0 0.796859
147 0 0.796859
148 0 0.796859
149 0 0.796859
150 0 0.796859
151 0 0.796859
152 0 0.796859
153 0 0.796859
154 0 0.796859
155 0 0.796859
156 0 0.796859
157 0 0.796859
158 0 0.796859
159 0 0.796859
160 0 0.796859
161 0 0.796859
162 0 0.796859
163 0 0.796859
164 0 0.796859
165 0 17.576095
166 0 17.576095
167 0 17.576095
168 0 17.576095
169 0 17.576095
170 0 17.576095
171 0 17.576095
172 1 25.710757
173 2 25.710757
174 3 25.710757
175 4 25.710757
176 2 35.360025
177 2 56.800283
178 4 56.800283
179 2 57.211593
180 4 57.211593
181 6 57.211593
182 1 66.930874
183 2 77.614390
184 1 78.038534
185 1 78.046964
186 1 79.065224
187 2 79.571774
188 1 80.098581
189 1 80.958660
190 2 82.118546
191 1 82.458723
192 1 83.163090
193 1 83.301463
194 1 84.007915
195 2 84.616286
196 2 85.064109
197 3 86.093946
198 3 86.220519
199 2 86.660772
200 1 86.919040
201 1 87.499438
202 1 87.850783
203 1 88.312933
204 1 88.351357
205 1 88.755807
206 2 88.762521
207 1 89.081093
208 2 89.092547
209 1 89.265647
210 2 89.351521
211 1 89.574477
212 2 89.600901
213 3 89.600901
214 1 89.603322
215 2 89.604347
216 1 89.669423
217 2 89.718308
218 1 89.765757
219 2 89.806028
220 2 89.809857
221 2 89.829124
222 2 89.903685
223 1 89.917064
224 2 89.940712
225 1 89.945115
226 1 89.955571
227 2 89.961018
228 1 89.969820
229 2 89.972369
230 1 89.977610
231 2 89.980808
232 1 89.983936
233 2 89.986904
234 3 89.988876
235 1 89.991136
236 1 89.991586
237 2 89.992525
238 2 89.993533
239 2 89.994820
240 2 89.995933
241 1 89.996212
242 2 89.996638
243 2 89.997076
244 2 89.997469
245 1 89.997616
246 2 89.997835
247 2 89.997956
248 2 89.998328
249 2 89.998498
250 2 89.998718
251 1 89.998906
252 1 89.999077
253 1 89.999231
254 2 89.999263
255 2 89.999376
256 1 89.999445
257 1 89.999519
258 2 89.999533
259 1 89.999620
260 1 89.999678
261 2 89.999688
262 2 89.999767
263 2 89.999921
264 3 89.999921
265 2 89.999934
266 1 89.999945
267 3 89.999948
268 2 89.999952
269 2 89.999957
270 1 89.999968
271 1 89.999971
272 1 89.999972
273 1 89.999978
274 1 89.999979
275 1 89.999982
276 2 89.999984
277 2 89.999986
278 2 89.999987
279 1 89.999989
280 1 89.999992
281 2 89.999992
282 1 89.999993
283 2 89.999995
284 2 89.999995
285 2 89.999995
286 3 89.999995
287 2 89.999996
288 1 89.999996
289 2 89.999997
290 1 89.999997
291 1 89.999997
292 1 89.999998
293 1 89.999998
294 2 89.999998
295 2 89.999998
296 2 89.999998
297 1 89.999998
298 1 89.999998
299 1 89.999998
300 2 89.999998
