# CEC-2015 metrics  P12  D=5
suite_id       12
problem_name   p12_full_mixed_multimodal
feature        dense full-mixed problem with rugged, deceptive, rotated and hierarchical basins
dim            5
nopt           16
# strict eps_x=0.01 eps_f=1.0
SR_strict      0.0000
ANOF_strict    2.0000
MPR_strict     0.1250
# loose  eps_x=0.05 eps_f=2.0
SR_loose       0.0000
ANOF_loose     3.0000
MPR_loose      0.1875
ca_size        200
best_consensus 89.3672
