# CEC-2015 metrics  P10  D=5
suite_id       10
problem_name   p10_rotated_rugged_deceptive
feature        mixed rotated, ill-conditioned, rugged and deceptive shared optima
dim            5
nopt           6
# strict eps_x=0.01 eps_f=1.0
SR_strict      0.0000
ANOF_strict    1.0000
MPR_strict     0.1667
# loose  eps_x=0.05 eps_f=2.0
SR_loose       0.0000
ANOF_loose     1.0000
MPR_loose      0.1667
ca_size        200
best_consensus 89.2499
