# generation best_consensus ca_size
0 11.046803 200
1 11.046803 200
2 11.046803 200
3 11.046803 200
4 11.046803 200
5 11.046803 200
6 11.046803 200
7 11.046803 200
8 11.046803 200
9 11.046803 200
10 11.046803 200
11 11.046803 200
12 19.279090 200
13 19.279090 200
14 19.279090 200
15 19.279090 200
16 19.279090 200
17 19.279090 200
18 19.279090 200
19 19.279090 200
20 19.279090 200
21 19.279090 200
22 19.279090 200
23 19.279090 200
24 19.279090 200
25 19.279090 200
26 19.279090 200
27 19.279090 200
28 19.279090 200
29 19.279090 200
30 19.279090 200
31 19.279090 200
32 19.279090 200
33 19.279090 200
34 19.279090 200
35 19.279090 200
36 19.279090 200
37 20.548903 200
38 20.548903 200
39 20.548903 200
40 20.548903 200
41 20.548903 200
42 20.548903 200
43 20.548903 200
44 20.548903 200
45 20.548903 200
46 20.548903 200
47 20.548903 200
48 20.548903 200
49 20.548903 200
50 20.548903 200
51 20.548903 200
52 20.548903 200
53 20.548903 200
54 20.548903 200
55 20.548903 200
56 22.041916 200
57 22.041916 200
58 22.041916 200
59 22.041916 200
60 22.041916 200
61 22.041916 200
62 22.041916 200
63 22.041916 200
64 22.041916 200
65 22.041916 200
66 22.041916 200
67 22.041916 200
68 22.041916 200
69 22.041916 200
70 22.041916 200
71 22.041916 200
72 22.041916 200
73 22.041916 200
74 22.041916 200
75 22.041916 200
76 22.041916 200
77 22.041916 200
78 22.041916 200
79 22.041916 200
80 22.041916 200
81 22.041916 200
82 22.041916 200
83 22.041916 200
84 22.041916 200
85 22.041916 200
86 22.041916 200
87 22.041916 200
88 28.710144 200
89 28.710144 200
90 28.710144 200
91 28.710144 200
92 28.710144 200
93 28.710144 200
94 28.710144 200
95 28.710144 200
96 28.710144 200
97 28.710144 200
98 28.710144 200
99 34.563996 200
100 34.563996 200
101 34.563996 200
102 34.563996 200
103 34.563996 200
104 34.563996 200
105 34.563996 200
106 34.563996 200
107 34.563996 200
108 34.563996 200
109 34.563996 200
110 34.563996 200
111 34.563996 200
112 34.563996 200
113 34.563996 200
114 34.563996 200
115 34.563996 200
116 34.563996 200
117 34.563996 200
118 34.563996 200
119 34.563996 200
120 34.563996 200
121 34.563996 200
122 34.563996 200
123 34.563996 200
