# generation pareto_front_size best_joint_fitness
1 3 89.959640
2 4 89.959640
3 5 89.959640
4 7 89.959640
5 8 89.959640
6 9 89.959640
7 10 89.959640
8 11 89.959640
9 13 89.959640
10 14 89.959640
11 16 89.959640
12 18 89.959640
13 20 89.959640
14 22 89.959640
15 24 89.959640
16 25 89.959640
17 26 89.959640
18 28 89.959640
19 29 89.959640
20 30 89.959640
21 32 89.959640
22 35 89.959640
23 36 89.959640
24 38 89.959640
25 39 89.959640
26 39 89.959640
27 40 89.959640
28 41 89.959640
29 4 89.959964
30 4 89.959964
31 5 89.959964
32 6 89.959964
33 6 89.959964
34 6 89.959964
35 6 89.959964
36 6 89.959964
37 6 89.959964
38 4 89.975092
39 5 89.981150
40 6 89.981150
41 6 89.981150
42 7 89.981150
43 8 89.981150
44 9 89.981150
45 10 89.981150
46 11 89.981150
47 12 89.981150
48 1 89.984812
49 2 89.984812
50 4 89.984812
51 5 89.984812
52 7 89.984812
53 9 89.984812
54 10 89.984812
55 11 89.984812
56 12 89.984812
57 13 89.984812
58 14 89.984812
59 15 89.984812
60 16 89.984812
61 17 89.984812
62 18 89.984812
63 19 89.984812
64 21 89.984812
65 22 89.984812
66 23 89.984812
67 25 89.984812
68 26 89.984812
69 28 89.984812
70 29 89.984812
71 30 89.984812
72 30 89.984812
73 30 89.984812
74 31 89.984812
75 32 89.984812
76 32 89.984812
77 34 89.984812
78 34 89.984812
79 34 89.984812
80 35 89.984812
81 35 89.984812
82 35 89.984812
83 36 89.984812
84 36 89.984812
85 36 89.984812
86 2 89.987549
87 2 89.987549
88 2 89.987549
89 3 89.987549
90 3 89.987549
91 3 89.987549
92 3 89.987549
93 4 89.987549
94 5 89.987549
95 6 89.987549
96 6 89.987549
97 4 89.987549
98 4 89.987549
99 4 89.987549
100 4 89.987549
101 4 89.987549
102 5 89.987549
103 5 89.987549
104 5 89.987549
105 5 89.987549
106 5 89.987549
107 5 89.987549
108 5 89.987549
109 5 89.987549
110 5 89.987549
111 5 89.987549
112 5 89.987549
113 5 89.987549
114 5 89.987549
115 5 89.987549
116 6 89.987549
117 3 89.988343
118 4 89.988343
119 4 89.988343
120 4 89.988343
121 4 89.988343
122 4 89.988343
123 4 89.988343
124 4 89.988343
125 4 89.988343
126 4 89.988343
127 4 89.988343
128 5 89.988343
129 5 89.988343
130 5 89.988343
131 5 89.988343
132 5 89.988343
133 5 89.988343
134 5 89.988343
135 5 89.988343
136 5 89.988343
137 5 89.988343
138 5 89.988343
139 5 89.988343
140 5 89.988343
141 5 89.988343
142 5 89.988343
143 5 89.988343
144 5 89.988343
145 5 89.988343
146 5 89.988343
147 5 89.988343
148 6 89.988343
149 6 89.988343
150 7 89.988343
151 7 89.988343
152 7 89.988343
153 7 89.988343
154 7 89.988343
155 7 89.988343
156 7 89.988343
157 7 89.988343
158 7 89.988343
159 7 89.988343
160 7 89.988343
161 7 89.988343
162 7 89.988343
163 7 89.988343
164 7 89.988343
165 7 89.988343
166 7 89.988343
167 7 89.988343
168 7 89.988343
169 2 89.994203
170 3 89.994203
171 4 89.994203
172 4 89.994203
173 4 89.994203
174 4 89.994203
175 4 89.994203
176 5 89.997273
177 6 89.997273
178 7 89.997273
179 8 89.997273
180 9 89.997273
181 10 89.997273
182 11 89.997273
183 12 89.997273
184 13 89.997273
185 14 89.997273
186 16 89.997273
187 17 89.997273
188 18 89.997273
189 19 89.997273
190 20 89.997273
191 22 89.997273
192 23 89.997273
193 24 89.997273
194 25 89.997273
195 26 89.997273
196 27 89.997273
197 28 89.997273
198 29 89.997273
199 30 89.997273
200 31 89.997273
201 32 89.997273
202 33 89.997273
203 34 89.997273
204 36 89.997273
205 37 89.997273
206 38 89.997273
207 39 89.997273
208 40 89.997273
209 41 89.997273
210 42 89.997273
211 43 89.997273
212 44 89.997273
213 45 89.997273
214 46 89.997273
215 47 89.997273
216 48 89.997273
217 49 89.997273
218 50 89.997273
219 51 89.997273
220 52 89.997273
221 53 89.997273
222 54 89.997273
223 55 89.997273
224 56 89.997273
225 58 89.997273
226 60 89.997273
227 61 89.997273
228 62 89.997273
229 63 89.997273
230 64 89.997273
231 65 89.997273
232 67 89.997273
233 68 89.997273
234 70 89.997273
235 72 89.997273
236 74 89.997273
237 86 89.997273
238 90 89.997273
239 98 89.997273
240 104 89.997273
241 107 89.997273
242 109 89.997273
243 110 89.997273
244 113 89.997273
245 118 89.997273
246 123 89.997273
247 125 89.997273
248 1 89.998260
249 2 89.998260
250 3 89.998260
251 1 89.998330
252 2 89.998330
253 1 89.998340
254 3 89.999925
255 2 89.999933
256 2 89.999984
257 4 89.999984
258 7 89.999984
259 2 89.999993
260 4 89.999993
261 2 89.999998
262 3 89.999998
263 4 89.999998
264 5 89.999998
265 1 89.999999
266 1 89.999999
267 1 90.000000
268 2 90.000000
269 1 90.000000
270 1 90.000000
271 1 90.000000
272 2 90.000000
273 3 90.000000
274 6 90.000000
275 7 90.000000
276 4 90.000000
277 7 90.000000
278 11 90.000000
279 4 90.000000
280 9 90.000000
281 4 90.000000
282 7 90.000000
283 15 90.000000
284 24 90.000000
285 33 90.000000
286 41 90.000000
287 50 90.000000
288 59 90.000000
289 69 90.000000
290 79 90.000000
291 87 90.000000
292 97 90.000000
293 110 90.000000
294 122 90.000000
295 133 90.000000
296 144 90.000000
297 157 90.000000
298 168 90.000000
299 177 90.000000
300 190 90.000000
