# MPMM-CoEA metrics  P8  D=3  run_seed=18999678
suite_id       8
problem_name   p8_disconnected
feature        random common optima across disconnected party partitions
dim            3
nopt           2
eval_budget    50000
# strict eps_x=0.01 eps_f=1.0
SR_0.01        100.0000
ANOF_0.01      2.0000
# loose  eps_x=0.05 eps_f=2.0
SR_0.05        100.0000
ANOF_0.05      2.0000
E_WP           0.0314
D_PO           0.0020
ca_size        200
