# iter best_consensus archive_size party0_clusters party1_clusters
0 1.4442328275 0 12 12
10 1.4442328275 0 12 180
20 1.4442328275 0 12 180
30 1.4442328275 0 12 180
40 1.4442328275 0 12 180
50 1.4442328275 0 12 180
60 1.4442328275 0 12 180
70 1.4442328275 0 12 180
80 1.4442328275 0 12 180
90 1.4442328275 0 12 180
100 1.4442328275 0 12 180
110 1.4442328275 0 12 180
120 1.4442328275 0 12 180
130 1.4442328275 0 12 180
140 1.4442328275 0 12 180
150 1.4442328275 0 12 180
160 1.4442328275 0 12 180
170 1.4442328275 0 12 180
180 1.4442328275 0 12 180
190 1.4442328275 0 12 180
200 1.4442328275 0 12 180
210 1.4442328275 0 12 180
219 1.4442328275 0 12 180
