# generation pareto_front_size best_joint_fitness
1 3 48.566579
2 4 49.692438
3 6 53.406391
4 3 54.511436
5 6 54.511436
6 6 57.975536
7 9 57.975536
8 7 59.653023
9 8 59.757791
10 6 61.630674
11 9 61.630674
12 9 62.607716
13 7 64.571530
14 6 64.571530
15 9 64.571530
16 4 65.853056
17 5 65.853056
18 8 65.853056
19 6 65.853056
20 5 66.121996
21 5 66.121996
22 6 66.155575
23 7 66.155575
24 2 67.102513
25 3 67.102513
26 3 67.102513
27 4 67.102513
28 4 67.102513
29 2 67.503027
30 3 67.503027
31 3 67.503027
32 4 67.503027
33 4 67.503027
34 5 67.503027
35 6 67.503027
36 6 67.503027
37 6 67.503027
38 6 67.503027
39 6 67.503027
40 8 67.503027
41 8 67.503027
42 8 67.503027
43 5 67.503027
44 5 67.503027
45 5 67.503027
46 5 67.503027
47 5 67.503027
48 5 67.503027
49 5 67.503027
50 6 67.503027
51 7 67.503027
52 8 67.503027
53 8 67.503027
54 7 67.503027
55 7 67.503027
56 7 67.503027
57 7 67.503027
58 3 68.001929
59 4 68.001929
60 4 68.001929
61 4 68.001929
62 4 68.001929
63 4 68.001929
64 4 68.001929
65 4 68.001929
66 4 68.001929
67 4 68.001929
68 4 68.001929
69 4 68.001929
70 4 68.001929
71 4 68.001929
72 4 68.001929
73 4 68.001929
74 4 68.001929
75 4 68.001929
76 4 68.001929
77 4 68.001929
78 4 68.001929
79 4 68.001929
80 4 68.001929
81 4 68.001929
82 4 68.001929
83 4 68.001929
84 4 68.001929
85 4 68.001929
86 5 68.001929
87 5 68.001929
88 5 68.001929
89 5 68.001929
90 6 68.001929
91 6 68.001929
92 6 68.001929
93 6 68.001929
94 6 68.001929
95 6 68.001929
96 6 68.001929
97 7 68.001929
98 7 68.001929
99 7 68.001929
100 7 68.001929
101 7 68.001929
102 7 68.001929
103 7 68.001929
104 7 68.001929
105 7 68.001929
106 7 68.001929
107 7 68.001929
108 7 68.001929
109 7 68.001929
110 7 68.001929
111 7 68.001929
112 7 68.001929
113 7 68.001929
114 7 68.001929
115 7 68.001929
116 7 68.001929
117 7 68.001929
118 7 68.001929
119 7 68.001929
120 8 68.001929
121 8 68.001929
122 8 68.001929
123 8 68.001929
124 8 68.001929
125 11 68.001929
126 11 68.001929
127 10 68.001929
128 10 68.001929
129 11 68.001929
130 11 68.001929
131 11 68.001929
132 11 68.210007
133 4 68.789656
134 5 68.789656
135 6 68.789656
136 7 68.789656
137 8 68.789656
138 3 68.834908
139 6 68.834908
140 5 68.839908
141 7 68.839908
142 3 69.235260
143 1 69.375310
144 1 69.410111
145 1 69.477948
146 2 69.477948
147 2 69.629552
148 2 69.655048
149 3 69.655048
150 2 69.683468
151 4 69.683468
152 5 69.683468
153 1 69.696659
154 2 69.696725
