# generation pareto_front_size best_joint_fitness
1 3 89.973272
2 5 89.973272
3 7 89.973272
4 9 89.973272
5 11 89.973272
6 13 89.973272
7 15 89.973272
8 17 89.973272
9 19 89.973272
10 21 89.973272
11 23 89.973272
12 25 89.973272
13 27 89.973272
14 29 89.973272
15 31 89.973272
16 33 89.973272
17 35 89.973272
18 38 89.973272
19 40 89.973272
20 42 89.973272
21 44 89.973272
22 46 89.973272
23 48 89.973272
24 50 89.973272
25 52 89.973272
26 1 89.974098
27 3 89.974098
28 4 89.974098
29 5 89.974098
30 6 89.974098
31 7 89.974098
32 8 89.974098
33 9 89.974098
34 11 89.974098
35 12 89.974098
36 14 89.974098
37 15 89.974098
38 16 89.974098
39 17 89.974098
40 19 89.974098
41 20 89.974098
42 21 89.974098
43 22 89.974098
44 2 89.981614
45 2 89.981614
46 2 89.981614
47 2 89.981614
48 2 89.981614
49 3 89.981614
50 3 89.981614
51 3 89.981614
52 3 89.981614
53 4 89.981614
54 4 89.981614
55 4 89.981614
56 4 89.981614
57 4 89.981614
58 4 89.981614
59 4 89.981614
60 4 89.981614
61 4 89.981614
62 4 89.981614
63 4 89.981614
64 4 89.981614
65 4 89.981614
66 4 89.981614
67 4 89.981614
68 4 89.981614
69 4 89.981614
70 4 89.981614
71 4 89.981614
72 4 89.981614
73 4 89.981614
74 4 89.981614
75 4 89.981614
76 4 89.981614
77 4 89.981614
78 4 89.981614
79 4 89.981614
80 5 89.981614
81 5 89.981614
82 5 89.981614
83 5 89.981614
84 5 89.981614
85 5 89.981614
86 5 89.981614
87 5 89.981614
88 5 89.981614
89 4 89.981614
90 4 89.981614
91 4 89.981614
92 4 89.981614
93 4 89.981614
94 4 89.981614
95 4 89.981614
96 4 89.981614
97 4 89.981614
98 4 89.981614
99 4 89.981614
100 4 89.981614
101 4 89.981614
102 4 89.981614
103 4 89.981614
104 4 89.981614
105 4 89.981614
106 4 89.981614
107 3 89.982149
108 3 89.982149
109 3 89.982149
110 3 89.982149
111 3 89.982149
112 3 89.982149
113 2 89.990693
114 3 89.990693
115 1 89.997910
116 2 89.997910
117 3 89.997910
118 4 89.997910
119 1 89.998120
120 2 89.998120
121 2 89.998245
122 1 89.999250
123 1 89.999251
124 2 89.999251
125 2 89.999665
126 1 89.999835
127 2 89.999874
128 1 89.999974
129 2 89.999988
130 4 89.999988
131 2 89.999991
132 3 89.999991
133 4 89.999991
134 2 89.999999
135 3 89.999999
136 3 89.999999
137 2 90.000000
138 2 90.000000
139 3 90.000000
140 4 90.000000
141 2 90.000000
142 2 90.000000
143 2 90.000000
144 2 90.000000
145 2 90.000000
146 2 90.000000
147 4 90.000000
148 5 90.000000
149 2 90.000000
150 3 90.000000
151 5 90.000000
152 7 90.000000
153 9 90.000000
154 11 90.000000
155 13 90.000000
156 15 90.000000
157 17 90.000000
158 19 90.000000
159 21 90.000000
160 23 90.000000
161 25 90.000000
162 29 90.000000
163 31 90.000000
164 34 90.000000
165 36 90.000000
166 39 90.000000
167 41 90.000000
168 43 90.000000
169 45 90.000000
170 47 90.000000
171 50 90.000000
172 52 90.000000
173 54 90.000000
174 56 90.000000
175 58 90.000000
176 60 90.000000
177 62 90.000000
178 64 90.000000
179 66 90.000000
180 68 90.000000
181 71 90.000000
182 73 90.000000
183 75 90.000000
184 77 90.000000
185 80 90.000000
186 82 90.000000
187 84 90.000000
188 86 90.000000
189 89 90.000000
190 91 90.000000
191 93 90.000000
192 95 90.000000
193 97 90.000000
194 99 90.000000
195 123 90.000000
196 130 90.000000
197 133 90.000000
198 136 90.000000
199 139 90.000000
200 141 90.000000
201 143 90.000000
202 145 90.000000
203 147 90.000000
204 149 90.000000
205 151 90.000000
206 153 90.000000
207 155 90.000000
208 157 90.000000
209 160 90.000000
210 163 90.000000
211 166 90.000000
212 168 90.000000
213 172 90.000000
214 174 90.000000
215 176 90.000000
216 178 90.000000
217 181 90.000000
218 183 90.000000
219 185 90.000000
220 187 90.000000
221 189 90.000000
222 191 90.000000
223 194 90.000000
224 196 90.000000
225 198 90.000000
226 200 90.000000
227 200 90.000000
228 200 90.000000
229 200 90.000000
230 200 90.000000
231 200 90.000000
232 200 90.000000
233 200 90.000000
234 200 90.000000
235 200 90.000000
236 200 90.000000
237 200 90.000000
238 200 90.000000
239 200 90.000000
240 200 90.000000
241 200 90.000000
242 200 90.000000
243 200 90.000000
244 200 90.000000
245 200 90.000000
246 200 90.000000
247 200 90.000000
248 200 90.000000
249 200 90.000000
250 200 90.000000
251 200 90.000000
252 200 90.000000
253 200 90.000000
254 200 90.000000
255 200 90.000000
256 200 90.000000
257 200 90.000000
258 200 90.000000
259 200 90.000000
260 200 90.000000
261 200 90.000000
262 200 90.000000
263 200 90.000000
264 200 90.000000
265 200 90.000000
266 200 90.000000
267 200 90.000000
268 200 90.000000
269 200 90.000000
270 200 90.000000
271 200 90.000000
272 200 90.000000
273 200 90.000000
274 200 90.000000
275 200 90.000000
276 200 90.000000
277 200 90.000000
278 200 90.000000
279 200 90.000000
280 200 90.000000
281 200 90.000000
282 200 90.000000
283 200 90.000000
284 200 90.000000
285 200 90.000000
286 200 90.000000
287 200 90.000000
288 200 90.000000
289 200 90.000000
290 200 90.000000
291 200 90.000000
292 200 90.000000
293 200 90.000000
294 200 90.000000
295 200 90.000000
296 200 90.000000
297 200 90.000000
298 200 90.000000
299 200 90.000000
300 200 90.000000
