# generation best_consensus ca_size
0 87.121081 76
1 87.121081 76
2 87.121081 76
3 89.525994 76
4 89.525994 76
5 89.525994 76
6 89.525994 76
7 89.525994 76
8 89.750020 76
9 89.750020 76
10 89.750020 76
11 89.750020 76
12 89.750020 76
13 89.750020 76
14 89.750020 76
15 89.750020 76
16 89.750020 76
17 89.750020 76
18 89.750020 76
19 89.750020 76
20 89.750020 76
21 89.750020 76
22 89.750020 76
23 89.750020 76
24 89.750020 76
25 89.750020 76
26 89.750020 76
27 89.750020 76
28 89.750020 76
29 89.838095 76
30 89.838095 76
31 89.838095 76
32 89.838095 76
33 89.838095 76
34 89.838095 76
35 89.838095 76
36 89.838095 76
37 89.838095 76
38 89.838095 76
39 89.838095 76
40 89.838095 76
41 89.838095 76
42 89.838095 76
43 89.838095 76
44 89.838095 76
45 89.838095 76
46 89.838095 76
47 89.838095 76
48 89.875010 76
49 89.875010 76
