# generation best_consensus ca_size
0 5.128073 200
1 5.128073 200
2 5.128073 200
3 5.128073 200
4 5.128073 200
5 23.591754 200
6 23.591754 200
7 23.591754 200
8 23.591754 200
9 23.591754 200
10 23.591754 200
11 23.591754 200
12 23.591754 200
13 23.591754 200
14 23.591754 200
15 23.591754 200
16 23.591754 200
17 23.591754 200
18 23.591754 200
19 23.591754 200
20 23.591754 200
21 23.591754 200
22 23.591754 200
23 23.591754 200
24 23.591754 200
25 23.591754 200
26 23.591754 200
27 23.591754 200
28 23.591754 200
29 23.591754 200
30 23.591754 200
31 29.809645 200
32 29.809645 200
33 29.809645 200
34 29.809645 200
35 29.809645 200
36 29.809645 200
37 29.809645 200
38 29.809645 200
39 29.809645 200
40 29.809645 200
41 29.809645 200
42 29.809645 200
43 29.809645 200
44 29.809645 200
45 29.809645 200
46 29.809645 200
47 29.809645 200
48 29.809645 200
49 29.809645 200
50 29.809645 200
51 29.809645 200
52 29.809645 200
53 29.809645 200
54 29.809645 200
55 29.809645 200
56 29.809645 200
57 29.809645 200
58 29.809645 200
59 29.809645 200
60 29.809645 200
61 29.809645 200
62 29.809645 200
63 29.809645 200
64 29.809645 200
65 29.809645 200
66 29.809645 200
67 29.809645 200
68 29.809645 200
69 29.809645 200
70 29.809645 200
71 29.809645 200
72 29.809645 200
73 29.809645 200
74 29.809645 200
75 29.809645 200
76 29.809645 200
77 29.809645 200
78 29.809645 200
79 29.809645 200
80 29.809645 200
81 29.809645 200
82 29.809645 200
83 29.809645 200
84 29.809645 200
85 29.809645 200
86 29.809645 200
87 29.809645 200
88 29.809645 200
89 39.865723 200
90 39.865723 200
91 39.865723 200
92 39.865723 200
93 39.865723 200
94 39.865723 200
95 39.865723 200
96 39.865723 200
97 39.865723 200
98 39.865723 200
99 39.865723 200
100 49.566940 200
101 49.566940 200
102 49.566940 200
103 49.566940 200
104 49.566940 200
105 49.566940 200
106 49.566940 200
107 49.566940 200
108 49.566940 200
109 49.566940 200
110 49.566940 200
111 49.566940 200
112 49.566940 200
113 49.566940 200
114 49.566940 200
115 49.566940 200
116 49.566940 200
117 49.566940 200
118 49.566940 200
119 49.566940 200
120 49.566940 200
121 49.566940 200
122 49.566940 200
123 49.566940 200
124 49.566940 200
125 49.566940 200
126 49.566940 200
127 49.566940 200
128 49.566940 200
129 49.566940 200
130 49.566940 200
131 49.566940 200
132 49.566940 200
133 49.566940 200
134 49.566940 200
135 49.566940 200
136 49.566940 200
137 49.566940 200
138 49.566940 200
139 49.566940 200
140 49.566940 200
141 49.566940 200
142 49.566940 200
143 49.566940 200
144 49.566940 200
145 49.566940 200
146 49.566940 200
147 49.566940 200
148 49.566940 200
149 49.566940 200
150 49.566940 200
151 49.566940 200
152 49.566940 200
153 49.566940 200
154 49.566940 200
155 49.566940 200
156 49.566940 200
157 49.566940 200
158 49.566940 200
159 49.566940 200
160 49.566940 200
161 64.498453 200
162 64.498453 200
163 64.498453 200
164 64.498453 200
165 64.498453 200
166 64.498453 200
167 64.498453 200
168 64.498453 200
169 64.498453 200
170 64.498453 200
171 64.498453 200
172 64.498453 200
173 64.498453 200
174 64.498453 200
175 64.498453 200
176 64.498453 200
177 69.524925 200
178 69.524925 200
179 69.524925 200
180 69.524925 200
181 69.524925 200
182 69.524925 200
183 69.524925 200
184 69.524925 200
185 69.524925 200
186 69.524925 200
187 69.524925 200
188 69.524925 200
189 69.524925 200
190 69.524925 200
191 69.524925 200
192 69.524925 200
193 69.524925 200
194 69.524925 200
195 69.524925 200
196 69.524925 200
197 69.524925 200
198 69.524925 200
199 69.524925 200
200 69.524925 200
201 69.524925 200
202 69.524925 200
203 69.524925 200
204 69.524925 200
205 69.524925 200
206 69.524925 200
207 69.524925 200
208 69.524925 200
209 69.524925 200
210 69.524925 200
211 69.524925 200
212 69.524925 200
213 69.524925 200
214 69.524925 200
215 69.524925 200
216 69.524925 200
217 69.524925 200
218 69.524925 200
219 69.524925 200
220 69.524925 200
221 69.524925 200
222 69.524925 200
223 69.524925 200
224 69.524925 200
225 69.524925 200
226 69.524925 200
227 69.524925 200
228 69.524925 200
229 69.524925 200
230 69.524925 200
231 69.524925 200
