# generation best_consensus ca_size
0 0.458293 0
1 0.458293 0
2 0.458293 0
3 0.458293 0
4 0.458293 0
5 0.458293 0
6 0.458293 0
7 0.458293 0
8 0.458293 0
9 0.458293 0
10 0.458293 0
11 0.458293 0
12 0.458293 0
13 0.458293 0
14 0.458293 0
15 0.458293 0
16 0.458293 0
17 0.458293 0
18 0.472731 0
19 0.472731 0
20 0.472731 0
21 0.472731 0
22 0.472731 0
23 0.472731 0
24 0.472731 0
25 0.472731 0
26 0.472731 0
27 0.472731 0
28 0.472731 0
29 0.472731 0
30 0.472731 0
31 0.472731 0
32 0.472731 0
33 0.472731 0
34 0.472731 0
35 0.472731 0
36 0.472731 0
37 0.472731 0
38 0.472731 0
39 0.472731 0
40 0.472731 0
41 0.472731 0
42 0.472731 0
43 0.472731 0
44 0.472731 0
45 0.472731 0
46 0.472731 0
47 0.472731 0
48 0.472731 0
49 0.472731 0
50 0.472731 0
51 0.472731 0
52 0.472731 0
53 0.472731 0
54 0.472731 0
55 0.472731 0
56 0.472731 0
57 0.472731 0
58 0.472731 0
59 0.472731 0
60 0.472731 0
61 0.472731 0
62 0.472731 0
63 0.472731 0
64 0.472731 0
65 0.472731 0
66 0.472731 0
67 0.472731 0
68 0.472731 0
69 0.472731 0
70 0.472731 0
71 0.472731 0
72 0.472731 0
73 0.472731 0
74 0.472731 0
75 0.472731 0
76 0.472731 0
77 0.472731 0
78 0.472731 0
79 0.472731 0
80 0.472731 0
81 0.472731 0
82 0.472731 0
83 0.472731 0
84 0.472731 0
85 0.472731 0
86 0.472731 0
87 0.472731 0
88 0.472731 0
89 0.472731 0
90 0.472731 0
91 0.472731 0
92 0.472731 0
93 0.472731 0
94 0.472731 0
95 0.472731 0
96 0.472731 0
97 0.472731 0
98 0.472731 0
99 0.472731 0
100 0.472731 0
101 0.472731 0
102 0.472731 0
103 0.472731 0
104 0.472731 0
105 0.472731 0
106 0.472731 0
107 0.472731 0
108 0.472731 0
109 0.472731 0
110 0.472731 0
111 0.472731 0
112 0.472731 0
113 0.472731 0
114 0.472731 0
115 0.472731 0
116 0.472731 0
117 0.472731 0
118 0.472731 0
119 0.472731 0
120 0.472731 0
121 0.472731 0
122 0.472731 0
123 0.472731 0
124 0.472731 0
125 0.472731 0
126 0.472731 0
127 0.472731 0
