# generation pareto_front_size best_joint_fitness
1 3 54.544774
2 4 54.544774
3 5 54.544774
4 6 54.544774
5 7 54.544774
6 8 54.544774
7 9 54.544774
8 10 54.544774
9 11 54.544774
10 12 54.544774
11 13 54.544774
12 14 54.544774
13 15 54.544774
14 16 54.544774
15 17 54.544774
16 18 54.544774
17 19 54.544774
18 20 54.544774
19 21 54.544774
20 22 54.544774
21 23 54.544774
22 24 54.544774
23 25 54.544774
24 26 54.544774
25 27 54.544774
26 28 54.544774
27 29 54.544774
28 30 54.544774
29 31 54.544774
30 32 54.544774
31 33 54.544774
32 34 54.544774
33 35 54.544774
34 36 54.544774
35 37 54.544774
36 38 54.544774
37 39 54.544774
38 40 54.544774
39 41 54.544774
40 42 54.544774
41 43 54.544774
42 44 54.544774
43 45 54.544774
44 46 54.544774
45 47 54.544774
46 48 54.544774
47 49 54.544774
48 50 54.544774
49 51 54.544774
50 52 54.544774
51 53 54.544774
52 54 54.544774
53 55 54.544774
54 56 54.544774
55 57 54.544774
56 58 54.544774
57 59 54.544774
58 60 54.544774
59 61 54.544774
60 62 54.544774
61 72 54.544774
62 77 54.544774
63 79 54.544774
64 80 54.544774
65 81 54.544774
66 82 54.544774
67 83 54.544774
68 84 54.544774
69 85 54.544774
70 86 54.544774
71 87 54.544774
72 88 54.544774
73 89 54.544774
74 90 54.544774
75 91 54.544774
76 92 54.544774
77 93 54.544774
78 94 54.544774
79 95 54.544774
80 96 54.544774
81 97 54.544774
82 2 54.621804
83 4 54.621804
84 2 54.632809
85 2 54.655499
86 2 54.700934
87 2 54.768823
88 4 54.768823
89 1 54.825143
90 2 54.825143
91 2 54.854893
92 3 54.854893
93 4 54.854893
94 2 54.873970
95 3 54.873970
96 2 54.879234
97 2 54.900873
98 4 54.900873
99 1 54.909811
100 1 54.921124
101 1 54.933094
102 2 54.933094
103 2 54.936924
104 4 54.936924
105 2 54.942940
106 2 54.951631
107 2 54.956297
108 2 54.961014
109 2 54.966691
110 1 54.971219
111 2 54.977516
112 3 54.977516
113 2 54.979477
114 2 54.980219
115 1 54.982860
116 2 54.982860
117 2 54.985376
118 2 54.988592
119 2 54.990760
120 3 54.990760
121 2 54.992407
122 2 54.992960
123 4 54.992960
124 2 54.995397
125 3 54.995397
126 2 54.995458
127 1 54.995792
128 1 54.996230
129 2 54.997114
130 2 54.997394
131 1 54.997756
132 1 54.997813
133 1 54.998135
134 1 54.998155
135 2 54.998155
136 1 54.998247
137 3 54.998247
138 2 54.998565
139 2 54.998845
140 1 54.998942
141 2 54.999006
142 2 54.999199
143 2 54.999329
144 2 54.999345
145 4 54.999345
146 2 54.999410
147 3 54.999410
148 1 54.999535
149 2 54.999663
150 2 54.999663
151 2 54.999663
152 1 54.999713
153 2 54.999713
154 3 54.999713
155 2 54.999805
156 2 54.999850
157 2 54.999863
158 3 54.999863
159 4 54.999863
160 2 54.999870
161 4 54.999870
162 6 54.999870
163 2 54.999895
164 1 54.999903
165 2 54.999903
166 2 54.999909
167 2 54.999913
168 2 54.999926
169 1 54.999949
170 2 54.999956
171 2 54.999959
172 1 54.999962
173 2 54.999963
174 2 54.999969
175 2 54.999980
176 2 54.999980
177 1 54.999980
178 2 54.999980
179 4 54.999980
180 5 54.999980
181 2 54.999983
182 3 54.999983
183 2 54.999987
184 3 54.999987
185 2 54.999992
186 3 54.999992
187 1 54.999992
188 1 54.999992
189 1 54.999993
190 1 54.999993
191 1 54.999994
192 1 54.999994
193 1 54.999995
194 2 54.999995
195 2 54.999996
196 2 54.999997
197 2 54.999997
198 4 54.999997
199 5 54.999997
200 2 54.999998
201 5 54.999998
202 6 54.999998
203 1 54.999998
204 1 54.999998
205 1 54.999998
