# CEC-2015 metrics  P9  D=3
suite_id       9
problem_name   p9_twenty_shared_optima
feature        dense random multimodal problem with 20 shared optima
dim            3
nopt           20
# strict eps_x=0.01 eps_f=1.0
SR_strict      0.0000
ANOF_strict    7.0000
MPR_strict     0.3500
# loose  eps_x=0.05 eps_f=2.0
SR_loose       0.0000
ANOF_loose     10.0000
MPR_loose      0.5000
ca_size        200
best_consensus 89.9938
