# generation pareto_front_size best_joint_fitness
1 3 89.166823
2 5 89.166823
3 7 89.166823
4 9 89.166823
5 11 89.166823
6 13 89.166823
7 15 89.166823
8 17 89.166823
9 19 89.166823
10 21 89.166823
11 23 89.166823
12 25 89.166823
13 27 89.166823
14 2 89.176847
15 4 89.176847
16 6 89.176847
17 8 89.176847
18 10 89.176847
19 12 89.176847
20 14 89.176847
21 16 89.176847
22 18 89.176847
23 20 89.176847
24 22 89.176847
25 24 89.176847
26 26 89.176847
27 28 89.176847
28 30 89.176847
29 32 89.176847
30 34 89.176847
31 36 89.176847
32 38 89.176847
33 40 89.176847
34 42 89.176847
35 44 89.176847
36 46 89.176847
37 48 89.176847
38 50 89.176847
39 53 89.176847
40 55 89.176847
41 57 89.176847
42 59 89.176847
43 61 89.176847
44 64 89.176847
45 66 89.176847
46 68 89.176847
47 70 89.176847
48 72 89.176847
49 74 89.176847
50 76 89.176847
51 78 89.176847
52 80 89.176847
53 82 89.176847
54 85 89.176847
55 87 89.176847
56 89 89.176847
57 91 89.176847
58 93 89.176847
59 95 89.176847
60 97 89.176847
61 99 89.176847
62 101 89.176847
63 103 89.176847
64 105 89.176847
65 107 89.176847
66 109 89.176847
67 111 89.176847
68 113 89.176847
69 116 89.176847
70 118 89.176847
71 120 89.176847
72 122 89.176847
73 124 89.176847
74 126 89.176847
75 161 89.176847
76 170 89.176847
77 176 89.176847
78 178 89.176847
79 180 89.176847
80 182 89.176847
81 184 89.176847
82 186 89.176847
83 188 89.176847
84 190 89.176847
85 192 89.176847
86 194 89.176847
87 196 89.176847
88 198 89.176847
89 200 89.176847
90 200 89.176847
91 200 89.176847
92 200 89.176847
93 200 89.176847
94 200 89.176847
95 200 89.176847
96 200 89.176847
97 200 89.176847
98 200 89.176847
99 2 89.181121
100 4 89.181121
101 6 89.181121
102 2 89.266845
103 4 89.266845
104 6 89.266845
105 2 89.349968
106 4 89.349968
107 2 89.462885
108 3 89.462885
109 2 89.542714
110 1 89.551952
111 2 89.603467
112 2 89.695086
113 2 89.697655
114 2 89.768615
115 3 89.768615
116 1 89.782572
117 2 89.782572
118 2 89.872765
119 1 89.875532
120 2 89.875532
121 3 89.875532
122 2 89.909785
123 2 89.919990
124 3 89.919990
125 4 89.919990
126 2 89.926671
127 2 89.928800
128 2 89.938514
129 3 89.938514
130 2 89.949727
131 3 89.949727
132 2 89.953242
133 2 89.961716
134 4 89.961716
135 1 89.967900
136 2 89.972043
137 5 89.972043
138 6 89.972043
139 1 89.976737
140 2 89.980553
141 1 89.981198
142 1 89.984579
143 2 89.985594
144 2 89.987295
145 1 89.987967
146 2 89.987967
147 1 89.989715
148 2 89.989715
149 3 89.989715
150 2 89.994831
151 3 89.994831
152 4 89.994831
153 5 89.994831
154 1 89.995356
155 2 89.995356
156 2 89.995357
157 2 89.996438
158 3 89.996438
159 2 89.997089
160 3 89.997089
161 4 89.997089
162 1 89.997775
163 2 89.997775
164 1 89.997854
165 2 89.997854
166 2 89.998318
167 1 89.998562
168 2 89.998562
169 3 89.998562
170 2 89.998833
171 2 89.998982
172 2 89.999054
173 3 89.999054
174 2 89.999256
175 3 89.999256
176 2 89.999629
177 3 89.999629
178 3 89.999629
179 3 89.999629
180 3 89.999629
181 3 89.999629
182 3 89.999629
183 1 89.999686
184 2 89.999686
185 3 89.999686
186 2 89.999743
187 3 89.999743
188 1 89.999750
189 2 89.999750
190 1 89.999801
191 2 89.999822
192 2 89.999828
193 2 89.999904
194 3 89.999904
195 2 89.999908
196 4 89.999908
197 5 89.999908
198 6 89.999908
199 7 89.999908
200 2 89.999926
201 2 89.999934
202 2 89.999939
203 2 89.999946
204 2 89.999947
205 2 89.999957
206 2 89.999957
207 2 89.999962
208 3 89.999962
209 2 89.999967
210 2 89.999970
211 3 89.999970
212 2 89.999976
213 2 89.999976
214 2 89.999982
215 3 89.999982
216 2 89.999985
217 2 89.999987
218 2 89.999988
219 4 89.999988
220 2 89.999988
221 2 89.999989
222 2 89.999989
223 2 89.999990
224 1 89.999992
225 1 89.999993
226 2 89.999994
227 2 89.999994
228 2 89.999995
229 3 89.999995
230 2 89.999996
231 2 89.999996
232 2 89.999997
233 2 89.999997
234 1 89.999997
235 2 89.999997
236 2 89.999997
237 2 89.999997
238 2 89.999998
239 1 89.999998
240 2 89.999999
241 3 89.999999
242 1 89.999999
243 1 89.999999
244 2 89.999999
245 3 89.999999
246 1 89.999999
247 2 89.999999
248 2 89.999999
249 4 89.999999
250 2 90.000000
251 2 90.000000
252 2 90.000000
253 4 90.000000
254 2 90.000000
255 4 90.000000
256 5 90.000000
257 1 90.000000
258 2 90.000000
259 2 90.000000
260 2 90.000000
261 2 90.000000
262 2 90.000000
263 2 90.000000
264 1 90.000000
265 1 90.000000
266 2 90.000000
267 4 90.000000
268 6 90.000000
269 2 90.000000
270 2 90.000000
271 2 90.000000
272 3 90.000000
273 2 90.000000
274 1 90.000000
275 2 90.000000
276 3 90.000000
277 4 90.000000
278 5 90.000000
279 7 90.000000
280 2 90.000000
281 2 90.000000
282 2 90.000000
283 4 90.000000
284 2 90.000000
285 3 90.000000
286 5 90.000000
287 2 90.000000
288 2 90.000000
289 4 90.000000
290 2 90.000000
291 2 90.000000
292 2 90.000000
293 3 90.000000
294 5 90.000000
295 4 90.000000
296 6 90.000000
297 6 90.000000
298 2 90.000000
299 4 90.000000
300 2 90.000000
301 4 90.000000
302 6 90.000000
303 6 90.000000
304 8 90.000000
305 2 90.000000
306 3 90.000000
307 5 90.000000
308 7 90.000000
309 9 90.000000
310 8 90.000000
311 10 90.000000
312 12 90.000000
313 14 90.000000
314 16 90.000000
315 18 90.000000
316 20 90.000000
317 22 90.000000
318 24 90.000000
319 26 90.000000
320 28 90.000000
321 30 90.000000
322 32 90.000000
323 34 90.000000
324 36 90.000000
325 38 90.000000
326 40 90.000000
327 42 90.000000
328 44 90.000000
329 46 90.000000
330 48 90.000000
331 50 90.000000
332 52 90.000000
333 54 90.000000
334 56 90.000000
335 58 90.000000
336 60 90.000000
337 62 90.000000
338 64 90.000000
339 66 90.000000
340 68 90.000000
341 70 90.000000
342 72 90.000000
343 74 90.000000
344 76 90.000000
