# generation best_consensus ca_size
0 81.359669 96
1 81.359669 96
2 89.500208 96
3 89.687167 96
4 89.984656 96
5 89.984656 96
6 89.984656 96
7 89.984656 96
8 89.984656 96
9 89.984656 96
10 89.984656 96
11 89.984656 96
12 89.984656 96
13 89.984656 96
14 89.984656 96
15 89.984656 96
16 89.984656 96
17 89.984656 96
18 89.984656 96
19 89.984656 96
20 89.984656 96
21 89.984656 96
22 89.984656 96
23 89.984656 96
24 89.984656 96
25 89.984656 96
26 89.984656 96
27 89.984656 96
28 89.984656 96
29 89.984656 96
30 89.984656 96
31 89.984656 96
32 89.984656 96
33 89.984656 96
