# MPMM-CoEA metrics  P12  D=2  run_seed=18999678
suite_id       12
problem_name   p12_full_mixed_multimodal
feature        dense full-mixed problem with rugged, deceptive, rotated and hierarchical basins
dim            2
nopt           16
eval_budget    30000
# strict eps_x=0.01 eps_f=1.0
SR_0.01        0.0000
ANOF_0.01      4.0000
# loose  eps_x=0.05 eps_f=2.0
SR_0.05        0.0000
ANOF_0.05      6.0000
E_WP           0.1582
D_PO           0.0003
ca_size        15
