# CEC-2015 metrics  P5  D=10
suite_id       5
problem_name   p5_rotated
feature        random optima with rotated and ill-conditioned basins
dim            10
nopt           1
# strict eps_x=0.01 eps_f=1.0
SR_strict      0.0000
ANOF_strict    0.0000
MPR_strict     0.0000
# loose  eps_x=0.05 eps_f=2.0
SR_loose       0.0000
ANOF_loose     0.0000
MPR_loose      0.0000
ca_size        168
best_consensus 48.4702
