# MPMM-CoEA metrics  P7  D=2  run_seed=11999797
suite_id       7
problem_name   p7_multiscale_hierarchy
feature        extreme k-d weight contrast: broad private peaks in large leaves, shared peaks in tiny leaves
dim            2
nopt           2
eval_budget    30000
# strict eps_x=0.01 eps_f=1.0
SR_0.01        100.0000
ANOF_0.01      2.0000
# loose  eps_x=0.05 eps_f=2.0
SR_0.05        100.0000
ANOF_0.05      2.0000
E_WP           0.0447
D_PO           0.0007
ca_size        15
