# iter best_consensus archive_size party0_clusters party1_clusters
0 0.4582931659 0 12 12
10 0.4582931659 0 12 12
20 0.4582931659 0 12 12
30 0.4582931659 0 12 12
40 0.4582931659 0 12 12
50 0.4582931659 0 12 12
60 0.4582931659 0 12 12
70 0.4582931659 0 12 12
80 0.4582931659 0 12 12
90 0.4582931659 0 12 12
100 0.4582931659 0 12 12
110 0.4582931659 0 12 12
120 0.4582931659 0 12 12
130 0.4582931659 0 12 12
140 0.4582931659 0 12 12
150 0.4582931659 0 12 12
160 0.4582931659 0 12 12
170 0.4582931659 0 12 12
180 0.4582931659 0 12 12
190 0.4582931659 0 12 12
200 0.4582931659 0 12 12
210 0.4583262275 0 12 12
219 0.4583262275 0 12 12
