# generation best_consensus ca_size
0 9.263348 200
1 9.429740 200
2 9.429740 200
3 9.429740 200
4 13.032499 200
5 13.032499 200
6 13.032499 200
7 13.032499 200
8 13.032499 200
9 13.032499 200
10 14.892924 200
11 54.454707 200
12 54.454707 200
13 54.454707 200
14 54.454707 200
15 54.454707 200
16 54.454707 200
17 54.454707 200
18 54.454707 200
19 54.454707 200
20 54.454707 200
21 54.454707 200
22 54.454707 200
23 54.454707 200
24 54.454707 200
25 54.454707 200
26 54.454707 200
27 54.454707 200
28 54.454707 200
29 54.454707 200
30 54.454707 200
31 54.454707 200
32 54.454707 200
33 54.454707 200
34 54.454707 200
35 54.454707 200
36 54.454707 200
37 54.454707 200
38 54.454707 200
39 54.454707 200
40 54.454707 200
41 54.454707 200
42 54.454707 200
43 54.454707 200
44 54.454707 200
45 54.454707 200
46 54.454707 200
47 54.454707 200
48 54.454707 200
49 54.454707 200
50 54.454707 200
51 54.454707 200
52 54.454707 200
53 54.454707 200
54 54.454707 200
55 54.454707 200
56 54.454707 200
57 54.454707 200
58 54.454707 200
59 54.454707 200
60 54.454707 200
61 54.454707 200
62 54.454707 200
63 54.454707 200
64 54.454707 200
65 54.454707 200
66 54.454707 200
67 54.454707 200
68 54.454707 200
69 54.454707 200
70 54.454707 200
71 54.454707 200
72 57.771790 200
73 57.771790 200
74 57.771790 200
75 57.771790 200
76 57.771790 200
77 57.771790 200
78 57.771790 200
79 57.771790 200
80 57.771790 200
81 57.771790 200
82 57.771790 200
83 57.771790 200
84 57.771790 200
85 57.771790 200
86 57.771790 200
87 57.771790 200
88 57.771790 200
89 57.771790 200
90 57.771790 200
91 57.771790 200
92 57.771790 200
93 57.771790 200
94 57.771790 200
95 57.771790 200
96 57.771790 200
97 57.771790 200
98 57.771790 200
99 57.771790 200
100 57.771790 200
101 57.771790 200
102 57.771790 200
103 57.771790 200
104 57.771790 200
105 57.771790 200
106 57.771790 200
107 57.771790 200
108 57.771790 200
109 57.771790 200
110 57.771790 200
111 57.771790 200
112 57.771790 200
113 57.771790 200
114 57.771790 200
115 57.771790 200
116 57.771790 200
117 57.771790 200
118 57.771790 200
119 57.771790 200
120 57.771790 200
121 57.771790 200
122 57.771790 200
123 57.771790 200
124 57.771790 200
125 57.771790 200
126 57.771790 200
127 57.771790 200
128 57.771790 200
129 57.771790 200
130 57.771790 200
131 57.771790 200
132 57.771790 200
133 82.506866 200
134 82.506866 200
135 82.506866 200
136 82.506866 200
137 82.506866 200
138 82.506866 200
139 82.506866 200
140 82.506866 200
141 82.506866 200
142 82.506866 200
143 82.506866 200
144 82.506866 200
145 82.506866 200
146 82.506866 200
147 82.506866 200
148 82.506866 200
149 82.506866 200
150 82.506866 200
151 82.506866 200
152 82.506866 200
153 82.506866 200
154 82.506866 200
155 82.506866 200
156 82.506866 200
157 82.506866 200
158 82.506866 200
159 82.506866 200
160 82.506866 200
161 82.506866 200
162 82.506866 200
163 82.506866 200
164 82.506866 200
165 82.506866 200
166 82.506866 200
167 82.506866 200
168 82.506866 200
169 82.506866 200
170 82.506866 200
171 82.506866 200
172 82.506866 200
173 82.506866 200
174 82.506866 200
175 82.506866 200
176 82.506866 200
177 82.506866 200
178 82.506866 200
179 82.506866 200
180 82.506866 200
181 82.506866 200
182 82.506866 200
183 82.506866 200
184 82.506866 200
185 82.506866 200
186 82.506866 200
187 82.506866 200
188 82.506866 200
189 82.506866 200
190 82.506866 200
191 82.506866 200
192 82.506866 200
193 82.506866 200
194 82.506866 200
195 82.506866 200
196 82.506866 200
197 82.506866 200
198 82.506866 200
199 82.506866 200
200 82.506866 200
201 82.506866 200
202 82.506866 200
203 82.506866 200
204 82.506866 200
