# generation pareto_front_size best_joint_fitness
1 15 42.731185
2 35 42.765680
3 39 43.114356
4 54 43.246893
5 58 43.301413
6 55 45.394126
7 85 45.394126
8 53 47.024546
9 86 47.024546
10 50 48.393440
11 45 48.393440
12 72 48.393440
13 106 48.393440
14 71 49.071330
15 89 49.160298
16 96 49.589649
17 129 49.589649
18 147 49.655622
19 115 50.331336
20 149 50.359679
21 171 50.359679
22 97 50.583550
23 75 51.411929
24 92 51.411929
25 108 51.411929
26 123 51.411929
27 39 52.273155
28 63 52.273155
29 61 52.273155
30 82 52.273155
31 68 52.273155
32 29 52.861133
33 60 52.861133
34 83 52.861133
35 101 52.861133
36 107 52.861133
37 112 52.861133
38 123 52.861133
39 142 52.861133
40 139 52.861133
41 160 52.861133
42 176 52.861133
43 189 52.861133
44 194 52.861133
45 200 52.861133
46 200 52.861133
47 98 53.186423
48 118 53.186423
49 134 53.186423
50 144 53.186423
51 161 53.186423
52 170 53.186423
53 169 53.186423
54 179 53.186423
55 187 53.186423
56 197 53.186423
57 200 53.186423
58 199 53.186423
59 200 53.186423
60 200 53.186423
61 200 53.186423
62 200 53.186423
63 200 53.186423
64 175 53.186423
65 196 53.186423
66 171 53.186423
67 188 53.186423
68 195 53.186423
69 197 53.186423
70 200 53.186423
71 200 53.186423
72 200 53.186423
73 200 53.186423
74 200 53.186423
75 200 53.186423
76 200 53.186423
77 200 53.186423
78 200 53.186423
79 200 53.186423
80 200 53.186423
81 135 53.186423
82 140 53.186423
83 136 53.186423
84 146 53.186423
85 155 53.186423
86 161 53.186423
87 173 53.186423
88 163 53.186423
89 166 53.186423
90 170 53.186423
91 177 53.186423
92 179 53.186423
93 186 53.186423
94 192 53.186423
95 200 53.186423
96 200 53.186423
97 200 53.186423
98 200 53.186423
99 199 53.186423
100 200 53.186423
101 200 53.186423
102 200 53.186423
103 200 53.186423
104 200 53.186423
105 200 53.186423
106 200 53.186423
107 200 53.186423
108 200 53.186423
109 200 53.186423
110 192 53.186423
111 200 53.186423
112 200 53.186423
113 200 53.186423
114 200 53.186423
115 193 53.186423
116 182 53.186423
117 197 53.186423
118 195 53.186423
119 200 53.186423
120 199 53.186423
121 197 53.186423
122 198 53.186423
123 200 53.186423
124 200 53.186423
125 180 53.186423
126 199 53.186423
127 200 53.186423
128 198 53.186423
129 197 53.186423
130 200 53.186423
131 191 53.186423
132 200 53.186423
133 190 53.186423
134 200 53.186423
